"#Aspergillus physical map based on V108-20 parent, updated based on RF and Haldane's function",,
#nrow 14113,,
#ncol 3,,
marker,chr,pos
m101,chr1,144.9441754
m102,chr1,144.9441755
m103,chr1,144.9441756
m104,chr1,144.9441757
m105,chr1,144.9441758
m106,chr1,145.855174
m107,chr1,149.9295715
m108,chr1,168.6852197
m109,chr1,169.19087
m110,chr1,171.2516508
m111,chr1,188.5026466
m112,chr1,188.9513137
m113,chr1,191.0135808
m114,chr1,193.6050633
m115,chr1,194.6254021
m116,chr1,195.1329694
m117,chr1,195.1329695
m118,chr1,195.1329696
m119,chr1,196.0733129
m120,chr1,201.8746942
m121,chr1,201.8746943
m122,chr1,201.8746944
m123,chr1,210.6308873
m124,chr1,211.5248462
m125,chr1,217.2572309
m126,chr1,219.7793829
m127,chr1,223.4077041
m128,chr1,227.0362348
m129,chr1,227.5434887
m130,chr1,228.5640498
m131,chr1,228.955476
m132,chr1,228.9554761
m133,chr1,228.9554786
m134,chr1,237.6323559
m135,chr1,237.632356
m136,chr1,237.6323561
m137,chr1,240.758374
m138,chr1,240.7583741
m139,chr1,240.7583742
m140,chr1,242.2969595
m141,chr1,243.8355448
m142,chr1,243.8355449
m143,chr1,244.8558889
m144,chr1,244.855889
m145,chr1,245.363409
m146,chr1,245.3634091
m147,chr1,245.3634092
m148,chr1,245.3634093
m149,chr1,245.8710409
m150,chr1,245.871041
m151,chr1,245.8710411
m152,chr1,247.8728362
m153,chr1,255.9750559
m154,chr1,258.9826102
m155,chr1,260.9692788
m156,chr1,260.9692789
m157,chr1,260.969279
m158,chr1,261.2193725
m159,chr1,265.1234892
m160,chr1,269.304805
m161,chr1,269.3048051
m162,chr1,269.8123723
m163,chr1,270.8319049
m164,chr1,281.4407773
m165,chr1,282.3041197
m166,chr1,285.8475971
m167,chr1,286.2193433
m168,chr1,293.6446736
m169,chr1,297.27216
m170,chr1,299.8635331
m171,chr1,300.3694761
m172,chr1,315.5838763
m173,chr1,319.700792
m174,chr1,321.1651471
m175,chr1,321.1651472
m176,chr1,322.1855908
m177,chr1,322.1855909
m178,chr1,322.634376
m179,chr1,339.8734482
m180,chr1,347.4796611
m181,chr1,358.1282085
m182,chr1,359.6658398
m183,chr1,359.6658399
m184,chr1,362.0836146
m185,chr1,362.9358007
m186,chr1,363.9562633
m187,chr1,364.9756129
m188,chr1,376.8990011
m189,chr1,377.405478
m190,chr1,377.4054781
m191,chr1,377.9129993
m192,chr1,379.3917838
m193,chr1,384.6193072
m194,chr1,391.0472425
m195,chr1,393.1078182
m196,chr1,406.3139823
m197,chr1,409.4263384
m198,chr1,409.4263385
m199,chr1,409.4263386
m200,chr1,409.4263387
m201,chr1,412.0177069
m202,chr1,413.5561782
m203,chr1,413.5561783
m204,chr1,418.3220934
m205,chr1,419.3418502
m206,chr1,423.439408
m207,chr1,424.3504107
m208,chr1,430.2223951
m209,chr1,453.5675616
m210,chr1,454.5651867
m211,chr1,457.103634
m212,chr1,464.669774
m213,chr1,466.2077014
m214,chr1,468.2319567
m215,chr1,474.652476
m216,chr1,475.1595014
m217,chr1,475.1595015
m218,chr1,475.1595016
m219,chr1,475.1595017
m220,chr1,475.1595018
m221,chr1,475.1595019
m222,chr1,475.159502
m223,chr1,477.2216249
m224,chr1,477.221625
m225,chr1,478.242044
m226,chr1,478.2420441
m227,chr1,478.2420442
m228,chr1,478.2420443
m229,chr1,478.7496629
m230,chr1,478.749663
m231,chr1,478.7496631
m232,chr1,478.7496632
m233,chr1,478.7496633
m234,chr1,478.7496634
m235,chr1,478.7496635
m236,chr1,478.7496636
m237,chr1,479.2572822
m238,chr1,479.2572823
m239,chr1,479.2572824
m240,chr1,489.9131996
m241,chr1,490.4198022
m242,chr1,490.4198023
m243,chr1,498.635857
m244,chr1,499.1426268
m245,chr1,499.9948554
m246,chr1,502.4126134
m247,chr1,502.4126135
m248,chr1,502.4126136
m249,chr1,502.9202324
m250,chr1,503.4278512
m251,chr1,503.4278513
m252,chr1,503.4278514
m253,chr1,504.448295
m254,chr1,504.4482951
m255,chr1,504.4482952
m256,chr1,504.4482953
m257,chr1,504.4482954
m258,chr1,504.4482955
m259,chr1,504.9559141
m260,chr1,504.9559142
m261,chr1,504.9559143
m262,chr1,504.9559144
m263,chr1,505.9764109
m264,chr1,506.4839782
m265,chr1,506.4839783
m266,chr1,506.4839784
m267,chr1,506.4839785
m268,chr1,506.991597
m269,chr1,506.9915971
m270,chr1,508.0120936
m271,chr1,508.5196611
m272,chr1,509.0270554
m273,chr1,511.7711979
m274,chr1,512.9390537
m275,chr1,520.4902272
m276,chr1,522.4865897
m277,chr1,522.4865898
m278,chr1,523.5070334
m279,chr1,523.5070335
m280,chr1,524.0146521
m281,chr1,524.0146522
m282,chr1,524.0146523
m283,chr1,524.0146524
m284,chr1,525.5532353
m285,chr1,525.5532354
m286,chr1,527.6153834
m287,chr1,527.6153835
m288,chr1,528.6362241
m289,chr1,528.6362242
m290,chr1,536.2537947
m291,chr1,549.4689329
m292,chr1,550.4881528
m293,chr1,550.4881529
m294,chr1,552.0267359
m295,chr1,552.026736
m296,chr1,552.0267361
m297,chr1,553.565319
m298,chr1,553.5653191
m299,chr1,554.0727285
m300,chr1,556.6642027
m301,chr1,556.6642028
m302,chr1,559.2554513
m303,chr1,559.2554514
m304,chr1,563.4687892
m305,chr1,564.4889643
m306,chr1,564.996468
m307,chr1,564.9964681
m308,chr1,567.5268968
m309,chr1,570.591555
m310,chr1,570.5915551
m311,chr1,571.6119474
m312,chr1,573.1505186
m313,chr1,573.1505187
m314,chr1,573.6580722
m315,chr1,574.165691
m316,chr1,574.1656911
m317,chr1,574.1656912
m318,chr1,574.6731117
m319,chr1,574.6731118
m320,chr1,575.1805322
m321,chr1,575.1805323
m322,chr1,575.1805324
m323,chr1,575.1805325
m324,chr1,575.6881511
m325,chr1,575.6881512
m326,chr1,575.6881513
m327,chr1,575.6881514
m328,chr1,575.6881515
m329,chr1,575.6881516
m330,chr1,575.6881517
m331,chr1,575.6881518
m332,chr1,575.6881519
m333,chr1,575.688152
m334,chr1,576.1957706
m335,chr1,576.1957707
m336,chr1,576.1957708
m337,chr1,576.1957709
m338,chr1,576.195771
m339,chr1,577.2150569
m340,chr1,589.7669757
m341,chr1,592.8789658
m342,chr1,593.8991991
m343,chr1,593.8991992
m344,chr1,593.8991993
m345,chr1,640.470506
m346,chr1,649.2657173
m347,chr1,663.7876858
m348,chr1,665.8314965
m349,chr1,669.4840459
m350,chr1,706.7029656
m351,chr1,757.2668405
m352,chr1,807.8393455
m353,chr1,807.8393456
m354,chr1,807.8393457
m355,chr1,807.8393458
m356,chr1,807.8393459
m357,chr1,807.839346
m358,chr1,808.3469646
m359,chr1,808.3469647
m360,chr1,808.3469648
m361,chr1,808.3469649
m362,chr1,810.4091128
m363,chr1,810.4091129
m364,chr1,810.409113
m365,chr1,810.9167315
m366,chr1,810.9167316
m367,chr1,810.9167317
m368,chr1,810.9167318
m369,chr1,811.4243504
m370,chr1,811.4243505
m371,chr1,811.4243506
m372,chr1,811.9319692
m373,chr1,811.9319693
m374,chr1,811.9319694
m375,chr1,813.4705523
m376,chr1,813.4705524
m377,chr1,813.4705525
m378,chr1,813.4705526
m379,chr1,813.4705527
m380,chr1,813.4705528
m381,chr1,813.4705529
m382,chr1,813.470553
m383,chr1,813.9781716
m384,chr1,813.9781717
m385,chr1,813.9781718
m386,chr1,813.9781719
m387,chr1,813.978172
m388,chr1,814.9986156
m389,chr1,814.9986157
m390,chr1,817.0607636
m391,chr1,817.0607637
m392,chr1,817.0607638
m393,chr1,817.5683826
m394,chr1,818.0760015
m395,chr1,818.0760016
m396,chr1,818.0760017
m397,chr1,818.5836202
m398,chr1,818.5836203
m399,chr1,818.5836204
m400,chr1,818.5836205
m401,chr1,818.5836206
m402,chr1,818.5836207
m403,chr1,818.5836208
m404,chr1,818.5836209
m405,chr1,818.583621
m406,chr1,818.5836211
m407,chr1,818.5836212
m408,chr1,818.5836213
m409,chr1,818.5836214
m410,chr1,818.5836215
m411,chr1,818.5836216
m412,chr1,818.5836217
m413,chr1,818.5836218
m414,chr1,818.5836219
m415,chr1,818.583622
m416,chr1,818.5836221
m417,chr1,818.5836222
m418,chr1,818.5836223
m419,chr1,818.5836224
m420,chr1,818.5836225
m421,chr1,818.5836226
m422,chr1,818.5836227
m423,chr1,818.5836228
m424,chr1,818.5836229
m425,chr1,818.583623
m426,chr1,818.5836231
m427,chr1,818.5836232
m428,chr1,818.5836233
m429,chr1,818.5836234
m430,chr1,818.5836235
m431,chr1,818.5836236
m432,chr1,818.5836237
m433,chr1,818.5836238
m434,chr1,818.5836239
m435,chr1,818.583624
m436,chr1,818.5836241
m437,chr1,818.5836242
m438,chr1,818.5836243
m439,chr1,818.5836244
m440,chr1,818.5836245
m441,chr1,820.1223727
m442,chr1,820.1223728
m443,chr1,822.1846877
m444,chr1,822.1846878
m445,chr1,822.1846879
m446,chr1,823.7233779
m447,chr1,824.2308931
m448,chr1,824.2308932
m449,chr1,824.2308933
m450,chr1,824.2308934
m451,chr1,824.738512
m452,chr1,824.7385121
m453,chr1,824.7385122
m454,chr1,824.7385123
m455,chr1,824.7385124
m456,chr1,824.7385125
m457,chr1,824.7385126
m458,chr1,824.7385127
m459,chr1,824.7385128
m460,chr1,824.7385129
m461,chr1,825.5098572
m462,chr1,826.6739304
m463,chr1,831.3082152
m464,chr1,833.8975594
m465,chr1,853.4048897
m466,chr1,855.4512178
m467,chr1,872.7022144
m468,chr1,873.1507203
m469,chr1,876.8178131
m470,chr1,878.865075
m471,chr1,897.6311878
m472,chr1,898.6498611
m473,chr1,898.6498612
m474,chr1,898.6498613
m475,chr1,899.1572821
m476,chr1,899.6649012
m477,chr1,900.1722706
m478,chr1,901.1927671
m479,chr1,901.1927672
m480,chr1,903.2549151
m481,chr1,903.2549152
m482,chr1,903.2549153
m483,chr1,903.2549154
m484,chr1,903.2549155
m485,chr1,903.762336
m486,chr1,903.7623361
m487,chr1,904.2697565
m488,chr1,904.2697566
m489,chr1,904.2697567
m490,chr1,905.1666324
m491,chr1,908.7030748
m492,chr1,913.4069254
m493,chr1,917.013185
m494,chr1,918.0334152
m495,chr1,918.5402127
m496,chr1,926.7257061
m497,chr1,933.7185601
m498,chr1,956.3025613
m499,chr1,957.3207606
m500,chr1,959.383017
m501,chr1,959.3830171
m502,chr1,965.2723166
m503,chr1,970.0380924
m504,chr1,971.5763994
m505,chr1,972.596595
m506,chr1,975.5743614
m507,chr1,976.451758
m508,chr1,982.3120328
m509,chr1,985.4099687
m510,chr1,986.4302034
m511,chr1,986.4302035
m512,chr1,987.9687865
m513,chr1,987.9687866
m514,chr1,987.9687867
m515,chr1,987.9687868
m516,chr1,987.9687869
m517,chr1,987.968787
m518,chr1,987.9687871
m519,chr1,987.9687872
m520,chr1,987.9687873
m521,chr1,987.9687874
m522,chr1,987.9687875
m523,chr1,987.9687876
m524,chr1,987.9687877
m525,chr1,987.9687878
m526,chr1,987.9687879
m527,chr1,987.968788
m528,chr1,987.9687881
m529,chr1,987.9687882
m530,chr1,987.9687883
m531,chr1,987.9687884
m532,chr1,987.9687885
m533,chr1,987.9687886
m534,chr1,987.9687887
m535,chr1,987.9687888
m536,chr1,987.9687889
m537,chr1,987.968789
m538,chr1,987.9687891
m539,chr1,988.4764079
m540,chr1,988.9839754
m541,chr1,990.0044719
m542,chr1,990.004472
m543,chr1,990.0044721
m544,chr1,990.0044722
m545,chr1,990.5120395
m546,chr1,991.5323242
m547,chr1,994.6585233
m548,chr1,998.325521
m549,chr1,998.5775174
m550,chr1,1002.515912
m551,chr1,1003.790248
m552,chr1,1004.549084
m553,chr1,1008.216305
m554,chr1,1008.723607
m555,chr1,1008.723607
m556,chr1,1008.723607
m557,chr1,1008.723607
m558,chr1,1008.723607
m559,chr1,1008.723607
m560,chr1,1008.723607
m561,chr1,1008.723607
m562,chr1,1008.723607
m563,chr1,1008.723608
m564,chr1,1009.231226
m565,chr1,1009.231226
m566,chr1,1009.738845
m567,chr1,1009.738845
m568,chr1,1009.738845
m569,chr1,1009.738845
m570,chr1,1009.738845
m571,chr1,1009.738845
m572,chr1,1009.738845
m573,chr1,1009.738845
m574,chr1,1009.738846
m575,chr1,1010.246464
m576,chr1,1010.246464
m577,chr1,1010.246464
m578,chr1,1010.246464
m579,chr1,1010.754083
m580,chr1,1010.754083
m581,chr1,1010.754083
m582,chr1,1010.754083
m583,chr1,1011.261702
m584,chr1,1011.261702
m585,chr1,1011.261702
m586,chr1,1011.261702
m587,chr1,1011.261702
m588,chr1,1011.261702
m589,chr1,1011.261703
m590,chr1,1011.261703
m591,chr1,1011.261703
m592,chr1,1011.769321
m593,chr1,1011.769321
m594,chr1,1012.27694
m595,chr1,1012.27694
m596,chr1,1012.27694
m597,chr1,1012.27694
m598,chr1,1013.297438
m599,chr1,1013.297438
m600,chr1,1014.317935
m601,chr1,1014.317935
m602,chr1,1015.338431
m603,chr1,1015.845895
m604,chr1,1017.384653
m605,chr1,1018.279867
m606,chr1,1026.333174
m607,chr1,1043.614776
m608,chr1,1046.181658
m609,chr1,1047.573634
m610,chr1,1049.40621
m611,chr1,1052.370943
m612,chr1,1054.356801
m613,chr1,1054.864062
m614,chr1,1057.455522
m615,chr1,1057.455522
m616,chr1,1058.994199
m617,chr1,1059.501715
m618,chr1,1059.501715
m619,chr1,1059.501715
m620,chr1,1059.501715
m621,chr1,1059.501715
m622,chr1,1060.522185
m623,chr1,1060.522186
m624,chr1,1061.02983
m625,chr1,1061.029831
m626,chr1,1061.029831
m627,chr1,1061.53745
m628,chr1,1062.045068
m629,chr1,1062.045068
m630,chr1,1062.045069
m631,chr1,1062.552687
m632,chr1,1062.552687
m633,chr1,1062.552687
m634,chr1,1062.552687
m635,chr1,1062.552688
m636,chr1,1062.552688
m637,chr1,1062.552688
m638,chr1,1062.552688
m639,chr1,1062.552688
m640,chr1,1062.552688
m641,chr1,1062.552688
m642,chr1,1062.552688
m643,chr1,1062.552688
m644,chr1,1062.552688
m645,chr1,1062.552689
m646,chr1,1062.552689
m647,chr1,1062.552689
m648,chr1,1062.552689
m649,chr1,1062.552689
m650,chr1,1062.552689
m651,chr1,1062.552689
m652,chr1,1062.552689
m653,chr1,1062.552689
m654,chr1,1062.552689
m655,chr1,1062.55269
m656,chr1,1062.55269
m657,chr1,1062.55269
m658,chr1,1062.55269
m659,chr1,1062.55269
m660,chr1,1062.55269
m661,chr1,1062.55269
m662,chr1,1062.55269
m663,chr1,1062.55269
m664,chr1,1062.55269
m665,chr1,1062.552691
m666,chr1,1062.552691
m667,chr1,1062.552691
m668,chr1,1062.552691
m669,chr1,1062.552691
m670,chr1,1062.552691
m671,chr1,1063.06031
m672,chr1,1063.06031
m673,chr1,1063.06031
m674,chr1,1063.06031
m675,chr1,1063.56783
m676,chr1,1063.56783
m677,chr1,1064.588174
m678,chr1,1064.588174
m679,chr1,1064.588174
m680,chr1,1064.588174
m681,chr1,1065.095819
m682,chr1,1065.095819
m683,chr1,1066.116239
m684,chr1,1067.654876
m685,chr1,1067.654877
m686,chr1,1067.654877
m687,chr1,1068.162495
m688,chr1,1068.162495
m689,chr1,1068.162495
m690,chr1,1068.162496
m691,chr1,1069.182939
m692,chr1,1069.182939
m693,chr1,1069.182939
m694,chr1,1069.182939
m695,chr1,1069.182939
m696,chr1,1069.18294
m697,chr1,1069.690558
m698,chr1,1069.690558
m699,chr1,1069.690558
m700,chr1,1069.690558
m701,chr1,1069.690559
m702,chr1,1069.690559
m703,chr1,1069.690559
m704,chr1,1069.690559
m705,chr1,1069.690559
m706,chr1,1069.690559
m707,chr1,1070.711003
m708,chr1,1070.711003
m709,chr1,1070.711003
m710,chr1,1070.711003
m711,chr1,1070.711003
m712,chr1,1070.711003
m713,chr1,1071.218622
m714,chr1,1071.218622
m715,chr1,1071.218622
m716,chr1,1071.218622
m717,chr1,1071.218622
m718,chr1,1071.218622
m719,chr1,1071.218622
m720,chr1,1071.218622
m721,chr1,1071.218623
m722,chr1,1071.218623
m723,chr1,1071.726241
m724,chr1,1071.726241
m725,chr1,1072.23386
m726,chr1,1072.23386
m727,chr1,1072.23386
m728,chr1,1072.23386
m729,chr1,1072.741479
m730,chr1,1072.741479
m731,chr1,1072.741479
m732,chr1,1072.741479
m733,chr1,1072.741479
m734,chr1,1072.741479
m735,chr1,1072.741479
m736,chr1,1072.741479
m737,chr1,1072.74148
m738,chr1,1072.74148
m739,chr1,1072.74148
m740,chr1,1072.74148
m741,chr1,1076.954497
m742,chr1,1076.954497
m743,chr1,1076.954497
m744,chr1,1076.954497
m745,chr1,1076.954497
m746,chr1,1080.567185
m747,chr1,1088.710681
m748,chr1,1099.982238
m749,chr1,1101.001048
m750,chr1,1108.01391
m751,chr1,1110.965342
m752,chr1,1111.842217
m753,chr1,1111.842217
m754,chr1,1111.842217
m755,chr1,1113.380854
m756,chr1,1114.369374
m757,chr1,1130.224474
m758,chr1,1131.740733
m759,chr1,1137.608322
m760,chr1,1141.799801
m761,chr1,1145.378929
m762,chr1,1146.833061
m763,chr1,1152.723048
m764,chr1,1155.848457
m765,chr1,1162.309439
m766,chr1,1162.309439
m767,chr1,1164.811195
m768,chr1,1166.784823
m769,chr1,1167.805388
m770,chr1,1167.805388
m771,chr1,1171.94097
m772,chr1,1173.405599
m773,chr1,1173.405599
m774,chr1,1174.944182
m775,chr1,1174.944182
m776,chr1,1174.944182
m777,chr1,1176.899455
m778,chr1,1178.183698
m779,chr1,1179.572946
m780,chr1,1186.61223
m781,chr1,1186.61223
m782,chr1,1190.727892
m783,chr1,1193.224758
m784,chr1,1193.224758
m785,chr1,1193.732377
m786,chr1,1194.239733
m787,chr1,1197.36564
m788,chr1,1204.38713
m789,chr1,1213.765307
m790,chr1,1219.045717
m791,chr1,1240.026953
m792,chr1,1243.671286
m793,chr1,1243.671287
m794,chr1,1256.237007
m795,chr1,1256.237007
m796,chr1,1256.237007
m797,chr1,1256.237007
m798,chr1,1257.775645
m799,chr1,1258.796037
m800,chr1,1258.796037
m801,chr1,1259.303656
m802,chr1,1259.811275
m803,chr1,1259.811275
m804,chr1,1259.811275
m805,chr1,1260.318752
m806,chr1,1262.238321
m807,chr1,1263.635603
m808,chr1,1263.635603
m809,chr1,1263.635603
m810,chr1,1263.635603
m811,chr1,1263.635603
m812,chr1,1266.761775
m813,chr1,1268.494323
m814,chr1,1268.494323
m815,chr1,1271.420762
m816,chr1,1271.420762
m817,chr1,1290.94436
m818,chr1,1295.694334
m819,chr1,1324.152597
m820,chr1,1326.12791
m821,chr1,1329.147996
m822,chr1,1335.007529
m823,chr1,1336.027485
m824,chr1,1336.027485
m825,chr1,1336.027485
m826,chr1,1336.027486
m827,chr1,1338.618739
m828,chr1,1338.618739
m829,chr1,1341.108934
m830,chr1,1344.935328
m831,chr1,1345.180184
m832,chr1,1345.687829
m833,chr1,1346.195448
m834,chr1,1346.703067
m835,chr1,1346.703067
m836,chr1,1346.703067
m837,chr1,1347.210686
m838,chr1,1347.210686
m839,chr1,1347.718253
m840,chr1,1348.73875
m841,chr1,1348.73875
m842,chr1,1349.497862
m843,chr1,1350.772529
m844,chr1,1351.279873
m845,chr1,1351.279873
m846,chr1,1351.787242
m847,chr1,1352.807533
m848,chr1,1355.872418
m849,chr1,1358.402895
m850,chr1,1358.402895
m851,chr1,1358.402895
m852,chr1,1358.402895
m853,chr1,1358.402896
m854,chr1,1358.402896
m855,chr1,1358.402896
m856,chr1,1358.402896
m857,chr1,1358.402896
m858,chr1,1358.402896
m859,chr1,1358.402896
m860,chr1,1358.402896
m861,chr1,1358.402896
m862,chr1,1358.402896
m863,chr1,1358.402897
m864,chr1,1358.402897
m865,chr1,1358.402897
m866,chr1,1358.402897
m867,chr1,1358.402897
m868,chr1,1358.402897
m869,chr1,1358.402897
m870,chr1,1358.402897
m871,chr1,1358.402897
m872,chr1,1358.402897
m873,chr1,1358.402898
m874,chr1,1358.402898
m875,chr1,1359.941481
m876,chr1,1359.941481
m877,chr1,1359.941481
m878,chr1,1365.266084
m879,chr1,1366.804285
m880,chr1,1366.804285
m881,chr1,1366.804285
m882,chr1,1366.804285
m883,chr1,1366.804285
m884,chr1,1366.804285
m885,chr1,1366.804285
m886,chr1,1366.804285
m887,chr1,1366.804286
m888,chr1,1366.804286
m889,chr1,1370.47095
m890,chr1,1370.470951
m891,chr1,1370.978664
m892,chr1,1370.978664
m893,chr1,1392.782979
m894,chr1,1436.848342
m895,chr1,1438.901525
m896,chr1,1439.798294
m897,chr1,1443.33513
m898,chr1,1444.355321
m899,chr1,1444.355321
m900,chr1,1445.375755
m901,chr1,1445.375755
m902,chr1,1455.986495
m903,chr1,1458.490383
m904,chr1,1466.651216
m905,chr1,1466.651216
m906,chr1,1468.189352
m907,chr1,1474.079
m908,chr1,1474.079
m909,chr1,1478.8445
m910,chr1,1478.8445
m911,chr1,1485.281814
m912,chr1,1488.926127
m913,chr1,1490.464548
m914,chr1,1491.484927
m915,chr1,1491.484927
m916,chr1,1491.484927
m917,chr1,1491.992545
m918,chr1,1491.992545
m919,chr1,1491.992546
m920,chr1,1491.992546
m921,chr1,1492.500177
m922,chr1,1492.500177
m923,chr1,1493.007809
m924,chr1,1493.007809
m925,chr1,1493.007809
m926,chr1,1494.028253
m927,chr1,1494.028253
m928,chr1,1494.028253
m929,chr1,1495.566891
m930,chr1,1496.58685
m931,chr1,1501.912046
m932,chr1,1502.419078
m933,chr1,1503.957701
m934,chr1,1503.957701
m935,chr1,1504.465254
m936,chr1,1504.465254
m937,chr1,1504.465254
m938,chr1,1506.318277
m939,chr1,1507.133656
m940,chr1,1509.491212
m941,chr1,1512.918788
m942,chr1,1512.918788
m943,chr1,1512.918788
m944,chr1,1512.918788
m945,chr1,1513.426303
m946,chr1,1514.9651
m947,chr1,1515.472616
m948,chr1,1515.472616
m949,chr1,1516.49296
m950,chr1,1516.49296
m951,chr1,1517.00048
m952,chr1,1517.508099
m953,chr1,1518.015667
m954,chr1,1519.036164
m955,chr1,1520.056609
m956,chr1,1520.056609
m957,chr1,1522.648083
m958,chr1,1523.155493
m959,chr1,1523.155493
m960,chr1,1523.663111
m961,chr1,1523.663111
m962,chr1,1523.663111
m963,chr1,1523.663112
m964,chr1,1523.663112
m965,chr1,1523.663112
m966,chr1,1524.17073
m967,chr1,1524.17073
m968,chr1,1524.170731
m969,chr1,1524.678335
m970,chr1,1524.678335
m971,chr1,1531.716946
m972,chr1,1531.716946
m973,chr1,1533.18801
m974,chr1,1537.766497
m975,chr1,1541.746706
m976,chr1,1542.655465
m977,chr1,1542.655465
m978,chr1,1543.163107
m979,chr1,1543.670528
m980,chr1,1543.670528
m981,chr1,1544.177949
m982,chr1,1544.177949
m983,chr1,1544.177949
m984,chr1,1544.177949
m985,chr1,1544.177949
m986,chr1,1544.685359
m987,chr1,1547.276948
m988,chr1,1548.815533
m989,chr1,1549.323048
m990,chr1,1549.323048
m991,chr1,1549.323048
m992,chr1,1549.323049
m993,chr1,1549.323049
m994,chr1,1549.830667
m995,chr1,1549.830667
m996,chr1,1549.830667
m997,chr1,1549.830667
m998,chr1,1549.830668
m999,chr1,1549.830668
m1000,chr1,1549.830668
m1001,chr1,1549.830668
m1002,chr1,1549.830668
m1003,chr1,1549.830668
m1004,chr1,1549.830668
m1005,chr1,1549.830668
m1006,chr1,1549.830668
m1007,chr1,1549.830668
m1008,chr1,1549.830669
m1009,chr1,1549.830669
m1010,chr1,1549.830669
m1011,chr1,1549.830669
m1012,chr1,1549.830669
m1013,chr1,1549.830669
m1014,chr1,1549.830669
m1015,chr1,1549.830669
m1016,chr1,1549.830669
m1017,chr1,1549.830669
m1018,chr1,1549.83067
m1019,chr1,1549.83067
m1020,chr1,1549.83067
m1021,chr1,1549.83067
m1022,chr1,1549.83067
m1023,chr1,1549.83067
m1024,chr1,1549.83067
m1025,chr1,1549.83067
m1026,chr1,1549.83067
m1027,chr1,1549.83067
m1028,chr1,1549.830671
m1029,chr1,1549.830671
m1030,chr1,1549.830671
m1031,chr1,1549.830671
m1032,chr1,1549.830671
m1033,chr1,1550.33829
m1034,chr1,1550.33829
m1035,chr1,1550.33829
m1036,chr1,1550.33829
m1037,chr1,1550.33829
m1038,chr1,1550.33829
m1039,chr1,1550.33829
m1040,chr1,1550.33829
m1041,chr1,1550.33829
m1042,chr1,1550.33829
m1043,chr1,1550.845909
m1044,chr1,1550.845909
m1045,chr1,1550.845909
m1046,chr1,1550.845909
m1047,chr1,1550.845909
m1048,chr1,1550.84591
m1049,chr1,1550.84591
m1050,chr1,1550.84591
m1051,chr1,1550.84591
m1052,chr1,1550.84591
m1053,chr1,1550.84591
m1054,chr1,1550.84591
m1055,chr1,1550.84591
m1056,chr1,1550.84591
m1057,chr1,1550.84591
m1058,chr1,1550.845911
m1059,chr1,1550.845911
m1060,chr1,1550.845911
m1061,chr1,1550.845911
m1062,chr1,1550.845911
m1063,chr1,1550.845911
m1064,chr1,1550.845911
m1065,chr1,1550.845911
m1066,chr1,1550.845911
