#Aspergillus physical map based on V108-20 parent,,
#nrow 14113,,
#ncol 3,,
marker,chr,pos
m119,chr1,341006
m120,chr1,350899
m121,chr1,352035
m122,chr1,355007
m123,chr1,399795
m124,chr1,400544
m125,chr1,414610
m126,chr1,417043
m127,chr1,431800
m128,chr1,439541
m129,chr1,443462
m130,chr1,453984
m131,chr1,455121
m132,chr1,455202
m133,chr1,455643
m134,chr1,471865
m135,chr1,472155
m136,chr1,472375
m137,chr1,474065
m138,chr1,474128
m139,chr1,474399
m140,chr1,475836
m141,chr1,477156
m142,chr1,477687
m143,chr1,479959
m144,chr1,480432
m145,chr1,480740
m146,chr1,482165
m147,chr1,482438
m148,chr1,482495
m149,chr1,483411
m150,chr1,483946
m151,chr1,483971
m152,chr1,484867
m153,chr1,492268
m154,chr1,504256
m155,chr1,506119
m156,chr1,506168
m157,chr1,506265
m158,chr1,506365
m159,chr1,508670
m160,chr1,513604
m161,chr1,513856
m162,chr1,514543
m163,chr1,514898
m164,chr1,527221
m165,chr1,527725
m166,chr1,531418
m167,chr1,532717
m168,chr1,537039
m169,chr1,538541
m170,chr1,544943
m171,chr1,554457
m172,chr1,584300
m173,chr1,608260
m174,chr1,612653
m175,chr1,614976
m176,chr1,622023
m177,chr1,622093
m178,chr1,624253
m179,chr1,680788
m180,chr1,703869
m181,chr1,749182
m182,chr1,755500
m183,chr1,755707
m184,chr1,758582
m185,chr1,759481
m186,chr1,765095
m187,chr1,765773
m188,chr1,780592
m189,chr1,787133
m190,chr1,788052
m191,chr1,793530
m192,chr1,801436
m193,chr1,806499
m194,chr1,812780
m195,chr1,844083
m196,chr1,907546
m197,chr1,942132
m198,chr1,943132
m199,chr1,944803
m200,chr1,945659
m201,chr1,958061
m202,chr1,975062
m203,chr1,976355
m204,chr1,990422
m205,chr1,992494
m206,chr1,999093
m207,chr1,1000358
m208,chr1,1005379
m209,chr1,1035908
m210,chr1,1053546
m211,chr1,1060066
m212,chr1,1095613
m213,chr1,1099873
m214,chr1,1106678
m215,chr1,1123532
m216,chr1,1126025
m217,chr1,1127218
m218,chr1,1128210
m219,chr1,1128287
m220,chr1,1128658
m221,chr1,1131396
m222,chr1,1133453
m223,chr1,1135376
m224,chr1,1135420
m225,chr1,1136654
m226,chr1,1136933
m227,chr1,1137427
m228,chr1,1138982
m229,chr1,1140442
m230,chr1,1140540
m231,chr1,1143371
m232,chr1,1143840
m233,chr1,1144894
m234,chr1,1145329
m235,chr1,1146489
m236,chr1,1146793
m237,chr1,1147387
m238,chr1,1147775
m239,chr1,1148040
m240,chr1,1185962
m241,chr1,1186996
m242,chr1,1188032
m243,chr1,1205868
m244,chr1,1206407
m245,chr1,1207850
m246,chr1,1214100
m247,chr1,1214706
m248,chr1,1215473
m249,chr1,1216577
m250,chr1,1216725
m251,chr1,1216892
m252,chr1,1216984
m253,chr1,1218201
m254,chr1,1219049
m255,chr1,1219933
m256,chr1,1221170
m257,chr1,1221579
m258,chr1,1222048
m259,chr1,1222922
m260,chr1,1224204
m261,chr1,1224246
m262,chr1,1224589
m263,chr1,1229953
m264,chr1,1232771
m265,chr1,1234432
m266,chr1,1234828
m267,chr1,1237394
m268,chr1,1245650
m269,chr1,1246003
m270,chr1,1247081
m271,chr1,1252629
m272,chr1,1253009
m273,chr1,1257704
m274,chr1,1259109
m275,chr1,1271586
m276,chr1,1281726
m277,chr1,1282012
m278,chr1,1295904
m279,chr1,1295917
m280,chr1,1297228
m281,chr1,1297318
m282,chr1,1299798
m283,chr1,1301360
m284,chr1,1308745
m285,chr1,1311502
m286,chr1,1315768
m287,chr1,1316087
m288,chr1,1329177
m289,chr1,1332689
m290,chr1,1358843
m291,chr1,1415104
m292,chr1,1436862
m293,chr1,1439257
m294,chr1,1447949
m295,chr1,1450236
m296,chr1,1450654
m297,chr1,1455042
m298,chr1,1455846
m299,chr1,1460885
m300,chr1,1469059
m301,chr1,1471923
m302,chr1,1476716
m303,chr1,1478120
m304,chr1,1486933
m305,chr1,1489686
m306,chr1,1490273
m307,chr1,1490298
m308,chr1,1493459
m309,chr1,1504309
m310,chr1,1504533
m311,chr1,1506658
m312,chr1,1510783
m313,chr1,1511339
m314,chr1,1511778
m315,chr1,1512373
m316,chr1,1514329
m317,chr1,1515041
m318,chr1,1516547
m319,chr1,1516646
m320,chr1,1518002
m321,chr1,1519390
m322,chr1,1519506
m323,chr1,1520033
m324,chr1,1520914
m325,chr1,1522162
m326,chr1,1522253
m327,chr1,1522971
m328,chr1,1523114
m329,chr1,1523260
m330,chr1,1523823
m331,chr1,1524820
m332,chr1,1525172
m333,chr1,1525715
m334,chr1,1528163
m335,chr1,1528471
m336,chr1,1528822
m337,chr1,1529677
m338,chr1,1529718
m339,chr1,1536025
m340,chr1,1558724
m341,chr1,1572414
m342,chr1,1575126
m343,chr1,1579683
m344,chr1,1579707
m345,chr1,1698531
m346,chr1,1745113
m347,chr1,1795578
m348,chr1,1813064
m349,chr1,1828858
m350,chr1,1894686
m351,chr1,1909981
m352,chr1,1925259
m353,chr1,1925348
m354,chr1,1925401
m355,chr1,1928021
m356,chr1,1928191
m357,chr1,1928944
m358,chr1,1929570
m359,chr1,1930911
m360,chr1,1931145
m361,chr1,1931354
m362,chr1,1936835
m363,chr1,1937269
m364,chr1,1937331
m365,chr1,1938129
m366,chr1,1938396
m367,chr1,1938441
m368,chr1,1938633
m369,chr1,1940283
m370,chr1,1940504
m371,chr1,1940896
m372,chr1,1941200
m373,chr1,1941450
m374,chr1,1941492
m375,chr1,1943222
m376,chr1,1943400
m377,chr1,1943799
m378,chr1,1944021
m379,chr1,1944035
m380,chr1,1946619
m381,chr1,1951564
m382,chr1,1955602
m383,chr1,1956648
m384,chr1,1958308
m385,chr1,1963137
m386,chr1,1966320
m387,chr1,1966472
m388,chr1,1968286
m389,chr1,1968874
m390,chr1,1972992
m391,chr1,1976104
m392,chr1,1977765
m393,chr1,1981030
m394,chr1,1983991
m395,chr1,1984028
m396,chr1,1984040
m397,chr1,1985680
m398,chr1,1985925
m399,chr1,1986048
m400,chr1,1986172
m401,chr1,1986190
m402,chr1,1986231
m403,chr1,1986610
m404,chr1,1986625
m405,chr1,1986658
m406,chr1,1986682
m407,chr1,1986708
m408,chr1,1986766
m409,chr1,1986771
m410,chr1,1986778
m411,chr1,1986825
m412,chr1,1986882
m413,chr1,1986924
m414,chr1,1987014
m415,chr1,1987038
m416,chr1,1987132
m417,chr1,1987282
m418,chr1,1987375
m419,chr1,1987459
m420,chr1,1987619
m421,chr1,1987633
m422,chr1,1988465
m423,chr1,1988550
m424,chr1,1988932
m425,chr1,1988987
m426,chr1,1989343
m427,chr1,1989447
m428,chr1,1989728
m429,chr1,1989855
m430,chr1,1990130
m431,chr1,1990269
m432,chr1,1992273
m433,chr1,1992814
m434,chr1,1992844
m435,chr1,1993936
m436,chr1,2000051
m437,chr1,2000488
m438,chr1,2000999
m439,chr1,2001124
m440,chr1,2001539
m441,chr1,2002227
m442,chr1,2003773
m443,chr1,2005627
m444,chr1,2005887
m445,chr1,2005927
m446,chr1,2006984
m447,chr1,2007860
m448,chr1,2009681
m449,chr1,2010145
m450,chr1,2010817
m451,chr1,2012145
m452,chr1,2012239
m453,chr1,2013913
m454,chr1,2014077
m455,chr1,2014256
m456,chr1,2014282
m457,chr1,2015042
m458,chr1,2015510
m459,chr1,2015524
m460,chr1,2015584
m461,chr1,2017801
m462,chr1,2018671
m463,chr1,2024334
m464,chr1,2045740
m465,chr1,2099242
m466,chr1,2108086
m467,chr1,2133867
m468,chr1,2137200
m469,chr1,2148004
m470,chr1,2156128
m471,chr1,2226999
m472,chr1,2228624
m473,chr1,2228785
m474,chr1,2229043
m475,chr1,2232427
m476,chr1,2232865
m477,chr1,2235417
m478,chr1,2241547
m479,chr1,2241568
m480,chr1,2242729
m481,chr1,2245149
m482,chr1,2246823
m483,chr1,2247226
m484,chr1,2247238
m485,chr1,2247830
m486,chr1,2248058
m487,chr1,2249738
m488,chr1,2252534
m489,chr1,2252551
m490,chr1,2253198
m491,chr1,2260061
m492,chr1,2263541
m493,chr1,2265559
m494,chr1,2270001
m495,chr1,2270639
m496,chr1,2288329
m497,chr1,2294117
m498,chr1,2347655
m499,chr1,2364735
m500,chr1,2387729
m501,chr1,2388146
m502,chr1,2420148
m503,chr1,2444755
m504,chr1,2472588
m505,chr1,2479519
m506,chr1,2498156
m507,chr1,2514502
m508,chr1,2549068
m509,chr1,2561529
m510,chr1,2571857
m511,chr1,2577346
m512,chr1,2617355
m513,chr1,2617467
m514,chr1,2620199
m515,chr1,2629750
m516,chr1,2646067
m517,chr1,2657766
m518,chr1,2657854
m519,chr1,2657891
m520,chr1,2658064
m521,chr1,2658070
m522,chr1,2658096
m523,chr1,2661970
m524,chr1,2662512
m525,chr1,2662518
m526,chr1,2663197
m527,chr1,2669923
m528,chr1,2679950
m529,chr1,2680590
m530,chr1,2696395
m531,chr1,2700916
m532,chr1,2704597
m533,chr1,2704850
m534,chr1,2711097
m535,chr1,2714467
m536,chr1,2719565
m537,chr1,2727424
m538,chr1,2729140
m539,chr1,2736294
m540,chr1,2765355
m541,chr1,2773716
m542,chr1,2774429
m543,chr1,2775124
m544,chr1,2777047
m545,chr1,2780694
m546,chr1,2787105
m547,chr1,2800580
m548,chr1,2829261
m549,chr1,2833620
m550,chr1,2866227
m551,chr1,2870676
m552,chr1,2873176
m553,chr1,2879041
m554,chr1,2883178
m555,chr1,2883660
m556,chr1,2884219
m557,chr1,2885797
m558,chr1,2885977
m559,chr1,2886203
m560,chr1,2889886
m561,chr1,2891751
m562,chr1,2892369
m563,chr1,2892634
m564,chr1,2894946
m565,chr1,2895154
m566,chr1,2897199
m567,chr1,2897304
m568,chr1,2897826
m569,chr1,2898836
m570,chr1,2899136
m571,chr1,2900250
m572,chr1,2901065
m573,chr1,2902679
m574,chr1,2902763
m575,chr1,2904344
m576,chr1,2905835
m577,chr1,2906003
m578,chr1,2906371
m579,chr1,2906974
m580,chr1,2907617
m581,chr1,2909981
m582,chr1,2912769
m583,chr1,2914872
m584,chr1,2915941
m585,chr1,2916462
m586,chr1,2916610
m587,chr1,2916696
m588,chr1,2916872
m589,chr1,2916966
m590,chr1,2917139
m591,chr1,2917606
m592,chr1,2918213
m593,chr1,2918688
m594,chr1,2919345
m595,chr1,2919814
m596,chr1,2919821
m597,chr1,2920195
m598,chr1,2920536
m599,chr1,2922252
m600,chr1,2924850
m601,chr1,2925389
m602,chr1,2927762
m603,chr1,2928407
m604,chr1,2929367
m605,chr1,2931783
m606,chr1,2967046
m607,chr1,3017890
m608,chr1,3022990
m609,chr1,3027430
m610,chr1,3036035
m611,chr1,3047059
m612,chr1,3058025
m613,chr1,3058964
m614,chr1,3072075
m615,chr1,3072211
m616,chr1,3078441
m617,chr1,3084475
m618,chr1,3084480
m619,chr1,3084544
m620,chr1,3084911
m621,chr1,3085123
m622,chr1,3086277
m623,chr1,3086492
m624,chr1,3086861
m625,chr1,3087299
m626,chr1,3087442
m627,chr1,3087883
m628,chr1,3087952
m629,chr1,3087976
m630,chr1,3088541
m631,chr1,3089959
m632,chr1,3091563
m633,chr1,3091582
m634,chr1,3091947
m635,chr1,3092480
m636,chr1,3092505
m637,chr1,3093471
m638,chr1,3093716
m639,chr1,3093789
m640,chr1,3093834
m641,chr1,3094036
m642,chr1,3094152
m643,chr1,3095614
m644,chr1,3097922
m645,chr1,3099366
m646,chr1,3099559
m647,chr1,3100067
m648,chr1,3100317
m649,chr1,3100740
m650,chr1,3100876
m651,chr1,3101120
m652,chr1,3101590
m653,chr1,3102828
m654,chr1,3102882
m655,chr1,3104092
m656,chr1,3104167
m657,chr1,3104557
m658,chr1,3104777
m659,chr1,3106955
m660,chr1,3108709
m661,chr1,3108793
m662,chr1,3108854
m663,chr1,3108971
m664,chr1,3109430
m665,chr1,3109701
m666,chr1,3110562
m667,chr1,3110811
m668,chr1,3110975
m669,chr1,3111228
m670,chr1,3112362
m671,chr1,3114928
m672,chr1,3114985
m673,chr1,3119252
m674,chr1,3119608
m675,chr1,3121753
m676,chr1,3122792
m677,chr1,3123935
m678,chr1,3124238
m679,chr1,3125612
m680,chr1,3127544
m681,chr1,3131508
m682,chr1,3135560
m683,chr1,3140550
m684,chr1,3148446
m685,chr1,3148693
m686,chr1,3149057
m687,chr1,3149290
m688,chr1,3149431
m689,chr1,3149761
m690,chr1,3149903
m691,chr1,3151268
m692,chr1,3151649
m693,chr1,3152401
m694,chr1,3152997
m695,chr1,3153436
m696,chr1,3154523
m697,chr1,3155296
m698,chr1,3157366
m699,chr1,3157574
m700,chr1,3157890
m701,chr1,3159657
m702,chr1,3159828
m703,chr1,3160195
m704,chr1,3160380
m705,chr1,3160582
m706,chr1,3160723
m707,chr1,3161720
m708,chr1,3161890
m709,chr1,3161985
m710,chr1,3162258
m711,chr1,3162491
m712,chr1,3163219
m713,chr1,3164931
m714,chr1,3165353
m715,chr1,3165390
m716,chr1,3165604
m717,chr1,3165640
m718,chr1,3165808
m719,chr1,3166786
m720,chr1,3166974
m721,chr1,3167888
m722,chr1,3168026
m723,chr1,3170068
m724,chr1,3170189
m725,chr1,3170795
m726,chr1,3171366
m727,chr1,3171419
m728,chr1,3171701
m729,chr1,3172576
m730,chr1,3175202
m731,chr1,3176049
m732,chr1,3176287
m733,chr1,3178229
m734,chr1,3178400
m735,chr1,3178444
m736,chr1,3178987
m737,chr1,3179576
m738,chr1,3179676
m739,chr1,3179792
m740,chr1,3181717
m741,chr1,3185727
m742,chr1,3186792
m743,chr1,3187475
m744,chr1,3187532
m745,chr1,3188350
m746,chr1,3191244
m747,chr1,3201314
m748,chr1,3214542
m749,chr1,3216448
m750,chr1,3228250
m751,chr1,3229122
m752,chr1,3230030
m753,chr1,3230155
m754,chr1,3230203
m755,chr1,3230890
m756,chr1,3231428
m757,chr1,3263222
m758,chr1,3265240
m759,chr1,3293595
m760,chr1,3321770
m761,chr1,3335658
m762,chr1,3343225
m763,chr1,3363888
m764,chr1,3377853
m765,chr1,3394689
m766,chr1,3394731
m767,chr1,3395865
m768,chr1,3397654
m769,chr1,3399053
m770,chr1,3399135
m771,chr1,3402485
m772,chr1,3404633
m773,chr1,3405352
m774,chr1,3407738
m775,chr1,3408318
m776,chr1,3411056
m777,chr1,3414413
m778,chr1,3416581
m779,chr1,3425123
m780,chr1,3436148
m781,chr1,3442624
m782,chr1,3449633
m783,chr1,3457863
m784,chr1,3459853
m785,chr1,3460666
m786,chr1,3462370
m787,chr1,3468271
m788,chr1,3481017
m789,chr1,3515714
m790,chr1,3535268
m791,chr1,3616739
m792,chr1,3629458
m793,chr1,3631667
m794,chr1,3638154
m795,chr1,3640769
m796,chr1,3641167
m797,chr1,3641821
m798,chr1,3644830
m799,chr1,3646421
m800,chr1,3646733
m801,chr1,3647500
m802,chr1,3649100
m803,chr1,3649592
m804,chr1,3651985
m805,chr1,3653258
m806,chr1,3656826
m807,chr1,3658347
m808,chr1,3658416
m809,chr1,3658502
m810,chr1,3658810
m811,chr1,3658833
m812,chr1,3661401
m813,chr1,3664553
m814,chr1,3665755
m815,chr1,3674988
m816,chr1,3676699
m817,chr1,3708735
m818,chr1,3725393
m819,chr1,3784971
m820,chr1,3790176
m821,chr1,3808039
m822,chr1,3835139
m823,chr1,3839423
m824,chr1,3843971
m825,chr1,3846787
m826,chr1,3851072
m827,chr1,3855721
m828,chr1,3856903
m829,chr1,3861269
m830,chr1,3862941
m831,chr1,3863013
m832,chr1,3864462
m833,chr1,3864871
m834,chr1,3866501
m835,chr1,3877757
m836,chr1,3877778
m837,chr1,3878948
m838,chr1,3879310
m839,chr1,3881068
m840,chr1,3881861
m841,chr1,3882072
m842,chr1,3883575
m843,chr1,3884795
m844,chr1,3888594
m845,chr1,3888869
m846,chr1,3890334
m847,chr1,3895591
m848,chr1,3903997
m849,chr1,3909741
m850,chr1,3909888
m851,chr1,3909982
m852,chr1,3910089
m853,chr1,3910119
m854,chr1,3910773
m855,chr1,3910780
m856,chr1,3910853
m857,chr1,3910907
m858,chr1,3910949
m859,chr1,3911409
m860,chr1,3911541
m861,chr1,3911593
m862,chr1,3911743
m863,chr1,3911864
m864,chr1,3912214
m865,chr1,3912482
m866,chr1,3912736
m867,chr1,3912924
m868,chr1,3912955
m869,chr1,3913016
m870,chr1,3913152
m871,chr1,3913169
m872,chr1,3913252
m873,chr1,3913894
m874,chr1,3914572
m875,chr1,3918416
m876,chr1,3919023
m877,chr1,3919182
m878,chr1,3926348
m879,chr1,3935950
m880,chr1,3948110
m881,chr1,3948829
m882,chr1,3952182
m883,chr1,3952262
m884,chr1,3954741
m885,chr1,3955536
m886,chr1,3956242
m887,chr1,3957038
m888,chr1,3957194
m889,chr1,3957829
m890,chr1,3957863
m891,chr1,3958075
m892,chr1,3958094
m893,chr1,3970215
m894,chr1,3992311
m895,chr1,3996537
m896,chr1,3998515
m897,chr1,4000191
m898,chr1,4001262
m899,chr1,4001705
m900,chr1,4002481
m901,chr1,4002556
m902,chr1,4011179
m903,chr1,4012836
m904,chr1,4017574
m905,chr1,4017685
m906,chr1,4018151
m907,chr1,4020144
m908,chr1,4020153
m909,chr1,4023275
m910,chr1,4023381
m911,chr1,4025628
m912,chr1,4028666
m913,chr1,4033576
m914,chr1,4035123
m915,chr1,4035433
m916,chr1,4035501
m917,chr1,4038511
m918,chr1,4039244
m919,chr1,4039880
m920,chr1,4041529
m921,chr1,4043835
m922,chr1,4044410
m923,chr1,4045060
m924,chr1,4045247
m925,chr1,4046542
m926,chr1,4056736
m927,chr1,4057821
m928,chr1,4057907
m929,chr1,4064369
m930,chr1,4070176
m931,chr1,4083715
m932,chr1,4087440
m933,chr1,4090062
m934,chr1,4090124
m935,chr1,4090712
m936,chr1,4090810
m937,chr1,4091035
m938,chr1,4097395
m939,chr1,4100581
m940,chr1,4102475
m941,chr1,4103515
m942,chr1,4104006
m943,chr1,4104022
m944,chr1,4104350
m945,chr1,4109173
m946,chr1,4113320
m947,chr1,4114613
m948,chr1,4115188
m949,chr1,4115815
m950,chr1,4115844
m951,chr1,4117285
m952,chr1,4122403
m953,chr1,4124203
m954,chr1,4125191
m955,chr1,4130038
m956,chr1,4130906
m957,chr1,4139198
m958,chr1,4140701
m959,chr1,4141123
m960,chr1,4142255
m961,chr1,4142411
m962,chr1,4142685
m963,chr1,4143051
m964,chr1,4143136
m965,chr1,4143219
m966,chr1,4144570
m967,chr1,4144645
m968,chr1,4144914
m969,chr1,4145174
m970,chr1,4145249
m971,chr1,4158092
m972,chr1,4158748
m973,chr1,4168027
m974,chr1,4182203
m975,chr1,4183556
m976,chr1,4186353
m977,chr1,4187675
m978,chr1,4189089
m979,chr1,4190370
m980,chr1,4190598
m981,chr1,4192751
m982,chr1,4194698
m983,chr1,4195052
m984,chr1,4195209
m985,chr1,4195286
m986,chr1,4196867
m987,chr1,4197977
m988,chr1,4198951
m989,chr1,4200560
m990,chr1,4202474
m991,chr1,4202502
m992,chr1,4202532
m993,chr1,4202537
m994,chr1,4202811
m995,chr1,4202826
m996,chr1,4203204
m997,chr1,4203255
m998,chr1,4203336
m999,chr1,4203419
m1000,chr1,4203455
m1001,chr1,4203630
m1002,chr1,4203673
m1003,chr1,4203849
m1004,chr1,4203862
m1005,chr1,4203977
m1006,chr1,4204008
m1007,chr1,4204270
m1008,chr1,4204353
m1009,chr1,4204363
m1010,chr1,4204384
m1011,chr1,4204424
m1012,chr1,4204924
m1013,chr1,4205385
m1014,chr1,4205394
m1015,chr1,4205674
m1016,chr1,4205924
m1017,chr1,4206531
m1018,chr1,4206799
m1019,chr1,4207144
m1020,chr1,4207205
m1021,chr1,4207688
m1022,chr1,4208258
m1023,chr1,4208286
m1024,chr1,4208736
m1025,chr1,4209398
m1026,chr1,4209514
m1027,chr1,4209552
m1028,chr1,4209660
m1029,chr1,4209707
m1030,chr1,4209902
m1031,chr1,4210133
m1032,chr1,4210150
m1033,chr1,4210488
m1034,chr1,4210593
m1035,chr1,4210845
m1036,chr1,4210874
m1037,chr1,4210941
m1038,chr1,4211082
m1039,chr1,4211575
m1040,chr1,4211964
m1041,chr1,4212175
m1042,chr1,4212401
m1043,chr1,4213518
m1044,chr1,4213677
m1045,chr1,4213723
m1046,chr1,4214508
m1047,chr1,4214601
m1048,chr1,4214844
m1049,chr1,4214990
m1050,chr1,4215067
m1051,chr1,4215117
m1052,chr1,4215189
m1053,chr1,4215288
m1054,chr1,4215618
m1055,chr1,4215729
m1056,chr1,4215778
m1057,chr1,4215992
m1058,chr1,4216014
m1059,chr1,4216145
m1060,chr1,4216275
m1061,chr1,4216382
m1062,chr1,4216570
m1063,chr1,4216627
m1064,chr1,4217047
m1065,chr1,4217572
m1066,chr1,4217783
m1067,chr1,4217905
m1068,chr1,4218370
m1069,chr1,4218733
m1070,chr1,4238348
m1071,chr1,4238393
m1072,chr1,4238429
m1073,chr1,4238601
m1074,chr1,4239200
m1075,chr1,4239377
m1076,chr1,4239670
m1077,chr1,4240906
m1078,chr1,4241170
m1079,chr1,4241389
m1080,chr1,4241701
m1081,chr1,4241809
m1082,chr1,4241974
m1083,chr1,4242333
m1084,chr1,4242427
m1085,chr1,4242510
m1086,chr1,4242584
m1087,chr1,4242883
m1088,chr1,4243065
m1089,chr1,4243334
m1090,chr1,4243420
m1091,chr1,4243605
m1092,chr1,4243685
m1093,chr1,4243758
m1094,chr1,4243766
m1095,chr1,4244151
m1096,chr1,4244252
m1097,chr1,4244476
m1098,chr1,4244564
m1099,chr1,4244633
m1100,chr1,4244956
m1101,chr1,4245048
m1102,chr1,4245091
m1103,chr1,4245238
m1104,chr1,4245305
m1105,chr1,4245580
m1106,chr1,4245633
m1107,chr1,4245903
m1108,chr1,4246788
m1109,chr1,4257290
m1110,chr1,4258163
m1111,chr1,4260321
m1112,chr1,4260905
m1113,chr1,4262221
m1114,chr1,4262545
m1115,chr1,4264163
m1116,chr1,4264838
m1117,chr1,4270596
m1118,chr1,4270689
m1119,chr1,4296974
m1120,chr1,4312070
m1121,chr1,4319661
m1122,chr1,4323569
m1123,chr1,4323761
m1124,chr1,4329886
m1125,chr1,4332636
m1126,chr1,4339630
m1127,chr1,4342572
m1128,chr1,4374728
m1129,chr1,4376173
m1130,chr1,4382426
m1131,chr1,4388987
m1132,chr1,4392204
m1133,chr1,4392995
m1134,chr1,4393013
m1135,chr1,4393684
m1136,chr1,4393771
m1137,chr1,4393810
m1138,chr1,4394131
m1139,chr1,4394395
m1140,chr1,4396111
m1141,chr1,4396196
m1142,chr1,4396514
m1143,chr1,4399635
m1144,chr1,4399649
m1145,chr1,4399659
m1146,chr1,4400345
m1147,chr1,4400552
m1148,chr1,4400578
m1149,chr1,4402673
m1150,chr1,4402678
m1151,chr1,4403182
m1152,chr1,4405390
m1153,chr1,4405395
m1154,chr1,4405557
m1155,chr1,4405570
m1156,chr1,4405614
m1157,chr1,4405628
m1158,chr1,4406524
m1159,chr1,4407105
m1160,chr1,4407116
m1161,chr1,4407244
m1162,chr1,4407263
m1163,chr1,4421416
m1164,chr1,4424940
m1165,chr1,4425445
m1166,chr1,4427621
m1167,chr1,4427930
m1168,chr1,4428817
m1169,chr1,4429620
m1170,chr1,4430270
m1171,chr1,4430303
m1172,chr1,4430904
m1173,chr1,4431055
m1174,chr1,4431417
m1175,chr1,4431423
m1176,chr1,4431544
m1177,chr1,4432570
m1178,chr1,4433718
m1179,chr1,4434346
m1180,chr1,4434530
m1181,chr1,4434913
m1182,chr1,4435394
m1183,chr1,4435503
m1184,chr1,4435810
m1185,chr1,4436274
m1186,chr1,4436527
m1187,chr1,4438273
m1188,chr1,4439753
m1189,chr1,4440104
m1190,chr1,4440302
m1191,chr1,4440898
m1192,chr1,4441527
m1193,chr1,4454890
m1194,chr1,4459551
m1195,chr1,4459575
m1196,chr1,4460212
m1197,chr1,4461573
m1198,chr1,4465327
m1199,chr1,4465530
m1200,chr1,4465645
m1201,chr1,4466074
m1202,chr1,4466097
m1203,chr1,4466209
m1204,chr1,4467199
m1205,chr1,4467581
m1206,chr1,4467688
m1207,chr1,4468138
m1208,chr1,4468353
m1209,chr1,4468915
m1210,chr1,4468963
m1211,chr1,4469029
m1212,chr1,4469037
m1213,chr1,4469212
m1214,chr1,4469291
m1215,chr1,4469316
m1216,chr1,4469344
m1217,chr1,4469401
m1218,chr1,4469474
m1219,chr1,4469609
m1220,chr1,4469917
m1221,chr1,4470496
m1222,chr1,4478596
m1223,chr1,4478816
m1224,chr1,4478955
m1225,chr1,4479008
m1226,chr1,4479052
m1227,chr1,4479144
m1228,chr1,4479241
m1229,chr1,4479269
m1230,chr1,4484177
m1231,chr1,4484329
m1232,chr1,4484367
m1233,chr1,4484428
m1234,chr1,4484871
m1235,chr1,4504044
m1236,chr1,4510386
m1237,chr1,4513272
m1238,chr1,4518545
m1239,chr1,4518663
m1240,chr1,4518698
m1241,chr1,4518723
m1242,chr1,4518802
m1243,chr1,4518905
m1244,chr1,4519014
m1245,chr1,4519084
m1246,chr1,4519172
m1247,chr1,4538586
m1248,chr1,4538748
m1249,chr1,4539123
m1250,chr1,4539188
m1251,chr1,4539586
m1252,chr1,4560813
m1253,chr1,4582365
m1254,chr1,4585667
m1255,chr1,4606832
m1256,chr1,4609146
m1257,chr1,4609153
m1258,chr1,4609155
