"marker","chr","pos"
"m124","chr1",160.0536
"m125","chr1",181.1904
"m126","chr1",188.5024
"m127","chr1",189.296
"m128","chr1",192.304
"m129","chr1",192.5088
"m130","chr1",193.4212
"m131","chr1",193.868
"m132","chr1",193.8916
"m133","chr1",193.9628
"m134","chr1",194.4312
"m135","chr1",194.5148
"m136","chr1",195.6528
"m137","chr1",195.7556
"m138","chr1",195.7944
"m139","chr1",196.124
"m140","chr1",196.2964
"m141","chr1",196.6072
"m142","chr1",197.4548
"m143","chr1",197.848
"m144","chr1",197.9636
"m145","chr1",198.1488
"m146","chr1",198.1992
"m147","chr1",198.372
"m148","chr1",198.6476
"m149","chr1",198.6616
"m150","chr1",198.6768
"m151","chr1",199.3324
"m152","chr1",199.428
"m153","chr1",199.564
"m154","chr1",199.992
"m155","chr1",200.0956
"m156","chr1",200.4448
"m157","chr1",200.504
"m158","chr1",200.9464
"m159","chr1",201.3828
"m160","chr1",202.3488
"m161","chr1",203.1988
"m162","chr1",203.8436
"m163","chr1",203.8496
"m164","chr1",203.9012
"m165","chr1",204.4528
"m166","chr1",204.83
"m167","chr1",204.9056
"m168","chr1",205.068
"m169","chr1",205.3244
"m170","chr1",205.4552
"m171","chr1",205.5888
"m172","chr1",205.6108
"m173","chr1",206.0212
"m174","chr1",206.4144
"m175","chr1",206.7288
"m176","chr1",207.1044
"m177","chr1",207.3628
"m178","chr1",207.522
"m179","chr1",207.604
"m180","chr1",207.646
"m181","chr1",208.5172
"m182","chr1",209.182
"m183","chr1",209.6984
"m184","chr1",209.7832
"m185","chr1",210.392
"m186","chr1",210.6612
"m187","chr1",210.8148
"m188","chr1",210.8896
"m189","chr1",210.9624
"m190","chr1",211.2052
"m191","chr1",211.746
"m192","chr1",212.3092
"m193","chr1",212.3616
"m194","chr1",212.472
"m195","chr1",212.7948
"m196","chr1",213.064
"m197","chr1",213.1728
"m198","chr1",213.9088
"m199","chr1",214.0852
"m200","chr1",214.2096
"m201","chr1",214.3928
"m202","chr1",214.4252
"m203","chr1",214.4704
"m204","chr1",214.6204
"m205","chr1",215.06
"m206","chr1",215.1696
"m207","chr1",215.2824
"m208","chr1",215.3492
"m209","chr1",215.6372
"m210","chr1",215.844
"m211","chr1",215.8708
"m212","chr1",216.058
"m213","chr1",216.068
"m214","chr1",216.0916
"m215","chr1",216.2912
"m216","chr1",216.5012
"m217","chr1",217.0132
"m218","chr1",217.9064
"m219","chr1",218.216
"m220","chr1",218.3676
"m221","chr1",218.5468
"m222","chr1",218.5484
"m223","chr1",218.5564
"m224","chr1",219.1248
"m225","chr1",219.176
"m226","chr1",219.3368
"m227","chr1",219.6172
"m228","chr1",219.8084
"m229","chr1",220.49
"m230","chr1",221.0632
"m231","chr1",221.3444
"m232","chr1",221.4436
"m233","chr1",221.5344
"m234","chr1",221.7736
"m235","chr1",221.9392
"m236","chr1",222.142
"m237","chr1",222.1596
"m238","chr1",222.3148
"m239","chr1",222.35
"m240","chr1",222.4172
"m241","chr1",222.5456
"m242","chr1",222.784
"m243","chr1",222.8936
"m244","chr1",223.248
"m245","chr1",223.3212
"m246","chr1",223.8536
"m247","chr1",224.0564
"m248","chr1",224.0944
"m249","chr1",224.294
"m250","chr1",224.5804
"m251","chr1",224.6344
"m252","chr1",224.658
"m253","chr1",224.9392
"m254","chr1",224.9712
"m255","chr1",225.0324
"m256","chr1",225.23
"m257","chr1",225.5312
"m258","chr1",225.8548
"m259","chr1",226.264
"m260","chr1",226.4444
"m261","chr1",226.5044
"m262","chr1",226.7784
"m263","chr1",227.4596
"m264","chr1",227.6964
"m265","chr1",227.8332
"m266","chr1",229.1384
"m267","chr1",229.4128
"m268","chr1",229.6088
"m269","chr1",229.6268
"m270","chr1",230.054
"m271","chr1",230.5272
"m272","chr1",231.3344
"m273","chr1",231.4116
"m274","chr1",231.598
"m275","chr1",231.8884
"m276","chr1",231.9356
"m277","chr1",232.0804
"m278","chr1",232.4248
"m279","chr1",232.668
"m280","chr1",233.906
"m281","chr1",234.8576
"m282","chr1",234.9224
"m283","chr1",236.0612
"m284","chr1",236.4116
"m285","chr1",236.4692
"m286","chr1",236.5668
"m287","chr1",237.2956
"m288","chr1",237.392
"m289","chr1",237.6316
"m290","chr1",239.2304
"m291","chr1",239.934
"m292","chr1",240.4136
"m293","chr1",240.742
"m294","chr1",240.8904
"m295","chr1",241.1864
"m296","chr1",241.2628
"m297","chr1",241.4352
"m298","chr1",241.534
"m299","chr1",242.272
"m300","chr1",242.334
"m301","chr1",242.446
"m302","chr1",242.4992
"m303","chr1",242.5128
"m304","chr1",242.5448
"m305","chr1",242.9424
"m306","chr1",243.0068
"m307","chr1",243.1396
"m308","chr1",243.792
"m309","chr1",245.1304
"m310","chr1",245.3548
"m311","chr1",245.4944
"m312","chr1",245.748
"m313","chr1",246.0012
"m314","chr1",247.3636
"m315","chr1",247.4356
"m316","chr1",247.6984
"m317","chr1",249.1212
"m318","chr1",249.5104
"m319","chr1",249.5584
"m320","chr1",249.7624
"m321","chr1",249.9908
"m322","chr1",250.058
"m323","chr1",250.108
"m324","chr1",251.262
"m325","chr1",251.2892
"m326","chr1",251.4132
"m327","chr1",252.032
"m328","chr1",252.356
"m329","chr1",252.6128
"m330","chr1",252.6788
"m331","chr1",254.3304
"m332","chr1",254.3588
"m333","chr1",254.4844
"m334","chr1",254.5988
"m335","chr1",255.2112
"m336","chr1",255.4044
"m337","chr1",255.4324
"m338","chr1",255.5588
"m339","chr1",255.748
"m340","chr1",255.7544
"m341","chr1",255.9596
"m342","chr1",256.11
"m343","chr1",256.1524
"m344","chr1",256.4696
"m345","chr1",256.7488
"m346","chr1",257.3456
"m347","chr1",258.2332
"m348","chr1",258.2488
"m349","chr1",258.3776
"m350","chr1",258.3884
"m351","chr1",259.3244
"m352","chr1",259.6456
"m353","chr1",260.0152
"m354","chr1",260.8216
"m355","chr1",261.2108
"m356","chr1",261.8992
"m357","chr1",262.514
"m358","chr1",262.5856
"m359","chr1",262.6688
"m360","chr1",262.7156
"m361","chr1",262.756
"m362","chr1",262.9
"m363","chr1",262.9624
"m364","chr1",262.9992
"m365","chr1",263.0088
"m366","chr1",263.0244
"m367","chr1",263.0444
"m368","chr1",263.076
"m369","chr1",263.1488
"m370","chr1",263.18
"m371","chr1",263.2312
"m372","chr1",263.2752
"m373","chr1",263.2864
"m374","chr1",263.3428
"m375","chr1",263.3708
"m376","chr1",263.4016
"m377","chr1",263.4056
"m378","chr1",263.4432
"m379","chr1",263.4524
"m380","chr1",263.4592
"m381","chr1",263.4908
"m382","chr1",263.5192
"m383","chr1",263.5256
"m384","chr1",263.558
"m385","chr1",263.5952
"m386","chr1",263.6152
"m387","chr1",263.6196
"m388","chr1",263.6368
"m389","chr1",263.6632
"m390","chr1",263.678
"m391","chr1",263.728
"m392","chr1",263.786
"m393","chr1",263.8484
"m394","chr1",263.8668
"m395","chr1",264.0156
"m396","chr1",264.0448
"m397","chr1",264.0492
"m398","chr1",264.0788
"m399","chr1",264.152
"m400","chr1",264.2176
"m401","chr1",264.2216
"m402","chr1",264.2332
"m403","chr1",264.2476
"m404","chr1",264.2828
"m405","chr1",264.322
"m406","chr1",264.362
"m407","chr1",264.3656
"m408","chr1",264.5868
"m409","chr1",264.6264
"m410","chr1",264.6376
"m411","chr1",264.6504
"m412","chr1",264.662
"m413","chr1",264.67
"m414","chr1",264.7804
"m415","chr1",264.8812
"m416","chr1",264.9576
"m417","chr1",265.916
"m418","chr1",266.0132
"m419","chr1",266.6052
"m420","chr1",269.0096
"m421","chr1",269.0256
"m422","chr1",269.1436
"m423","chr1",270.3712
"m424","chr1",270.416
"m425","chr1",270.6704
"m426","chr1",271.6164
"m427","chr1",271.62
"m428","chr1",271.6536
"m429","chr1",271.99
"m430","chr1",272.2312
"m431","chr1",272.5612
"m432","chr1",272.7692
"m433","chr1",273.088
"m434","chr1",273.4072
"m435","chr1",273.4452
"m436","chr1",273.5048
"m437","chr1",273.7508
"m438","chr1",274.1464
"m439","chr1",274.2932
"m440","chr1",274.7716
"m441","chr1",274.8372
"m442","chr1",274.8964
"m443","chr1",275.1228
"m444","chr1",275.1572
"m445","chr1",275.1876
"m446","chr1",275.2372
"m447","chr1",275.494
"m448","chr1",275.718
"m449","chr1",276.1912
"m450","chr1",276.1948
"m451","chr1",276.9748
"m452","chr1",277.1204
"m453","chr1",277.298
"m454","chr1",277.314
"m455","chr1",277.5644
"m456","chr1",278.1416
"m457","chr1",278.4316
"m458","chr1",278.8504
"m459","chr1",278.9488
"m460","chr1",279.1716
"m461","chr1",279.1792
"m462","chr1",279.1832
"m463","chr1",279.2164
"m464","chr1",279.2224
"m465","chr1",279.2404
"m466","chr1",279.2564
"m467","chr1",279.4704
"m468","chr1",279.7448
"m469","chr1",280.0892
"m470","chr1",280.1856
"m471","chr1",280.2548
"m472","chr1",280.3324
"m473","chr1",280.5008
"m474","chr1",280.544
"m475","chr1",281.0208
"m476","chr1",281.2
"m477","chr1",281.312
"m478","chr1",281.4312
"m479","chr1",281.6656
"m480","chr1",282.2248
"m481","chr1",282.3172
"m482","chr1",282.3308
"m483","chr1",282.398
"m484","chr1",282.7824
"m485","chr1",282.8468
"m486","chr1",283.0688
"m487","chr1",284.35
"m488","chr1",284.5576
"m489","chr1",285.1632
"m490","chr1",285.4544
"m491","chr1",285.9308
"m492","chr1",287.2928
"m493","chr1",287.6808
"m494","chr1",288.4484
"m495","chr1",290.1712
"m496","chr1",290.6924
"m497","chr1",291.2624
"m498","chr1",292.1024
"m499","chr1",292.2104
"m500","chr1",292.7032
"m501","chr1",293.5568
"m502","chr1",293.7968
"m503","chr1",295.0248
"m504","chr1",295.9528
"m505","chr1",296.2488
"m506","chr1",296.592
"m507","chr1",296.9436
"m508","chr1",297.8676
"m509","chr1",297.9524
"m510","chr1",299.2304
"m511","chr1",299.314
"m512","chr1",299.3576
"m513","chr1",299.8916
"m514","chr1",300.7796
"m515","chr1",300.846
"m516","chr1",301.0224
"m517","chr1",301.0828
"m518","chr1",301.09
"m519","chr1",301.4944
"m520","chr1",301.7732
"m521","chr1",302.1828
"m522","chr1",302.3116
"m523","chr1",302.4116
"m524","chr1",303.3204
"m525","chr1",304.7664
"m526","chr1",304.8972
"m527","chr1",305.49
"m528","chr1",305.9504
"m529","chr1",306.1272
"m530","chr1",306.1904
"m531","chr1",306.2268
"m532","chr1",307.5912
"m533","chr1",307.6512
"m534","chr1",309.0736
"m535","chr1",309.178
"m536","chr1",309.2928
"m537","chr1",309.4184
"m538","chr1",310.0248
"m539","chr1",310.2356
"m540","chr1",310.2768
"m541","chr1",310.5744
"m542","chr1",310.5784
"m543","chr1",310.7828
"m544","chr1",311.0772
"m545","chr1",312.1644
"m546","chr1",312.2288
"m547","chr1",314.1604
"m548","chr1",314.3372
"m549","chr1",318.404
"m550","chr1",318.4496
"m551","chr1",318.9904
"m552","chr1",319.0196
"m553","chr1",319.422
"m554","chr1",321.2868
"m555","chr1",321.6944
"m556","chr1",322.116
"m557","chr1",323.4696
"m558","chr1",324.4848
"m559","chr1",325.0816
"m560","chr1",325.758
"m561","chr1",325.8836
"m562","chr1",327.1884
"m563","chr1",330.43
"m564","chr1",330.6884
"m565","chr1",333.0264
"m566","chr1",338.02
"m567","chr1",340.0628
"m568","chr1",350.656
"m569","chr1",354.8636
"m570","chr1",356.21
"m571","chr1",359.1508
"m572","chr1",364.5888
"m573","chr1",364.8264
"m574","chr1",366.96
"m575","chr1",371.3484
"m576","chr1",372.2644
"m577","chr1",373.026
"m578","chr1",373.9596
"m579","chr1",376.3612
"m580","chr1",382.9808
"m581","chr1",384.6432
"m582","chr1",385.0012
"m583","chr1",386.7808
"m584","chr1",386.9372
"m585","chr1",387.1236
"m586","chr1",387.4668
"m587","chr1",388.5532
"m588","chr1",389.2932
"m589","chr1",389.8692
"m590","chr1",389.9936
"m591","chr1",390.2348
"m592","chr1",390.5628
"m593","chr1",390.9168
"m594","chr1",392.9936
"m595","chr1",393.5624
"m596","chr1",394.0288
"m597","chr1",396.4036
"m598","chr1",396.54
"m599","chr1",396.7732
"m600","chr1",396.8592
"m601","chr1",397.2044
"m602","chr1",397.2764
"m603","chr1",397.4084
"m604","chr1",397.4428
"m605","chr1",397.5492
"m606","chr1",399.2024
"m607","chr1",399.4408
"m608","chr1",400.3012
"m609","chr1",401.5716
"m610","chr1",401.8844
"m611","chr1",402.2132
"m612","chr1",403.4668
"m613","chr1",404.2968
"m614","chr1",404.344
"m615","chr1",405.2752
"m616","chr1",405.8192
"m617","chr1",406.0348
"m618","chr1",406.5404
"m619","chr1",406.9016
"m620","chr1",407.0252
"m621","chr1",408.5148
"m622","chr1",408.5196
"m623","chr1",409.1228
"m624","chr1",411.1344
"m625","chr1",412.7164
"m626","chr1",413.6852
"m627","chr1",414.0132
"m628","chr1",417.2852
"m629","chr1",417.928
"m630","chr1",418.036
"m631","chr1",418.106
"m632","chr1",419.1788
"m633","chr1",419.7456
"m634","chr1",420.8256
"m635","chr1",420.86
"m636","chr1",426.9572
"m637","chr1",427.0032
"m638","chr1",432.6144
"m639","chr1",432.776
"m640","chr1",432.84
"m641","chr1",433.59
"m642","chr1",433.9436
"m643","chr1",434.8968
"m644","chr1",437.1484
"m645","chr1",437.3596
"m646","chr1",439.1128
"m647","chr1",442.2104
"m648","chr1",443.1028
"m649","chr1",443.7576
"m650","chr1",444.4152
"m651","chr1",444.624
"m652","chr1",445.644
"m653","chr1",446.0724
"m654","chr1",446.0752
"m655","chr1",446.5736
"m656","chr1",447.048
"m657","chr1",447.4836
"m658","chr1",447.694
"m659","chr1",448.0444
"m660","chr1",448.182
"m661","chr1",448.1852
"m662","chr1",448.3644
"m663","chr1",448.3884
"m664","chr1",448.5308
"m665","chr1",449.1368
"m666","chr1",449.1488
"m667","chr1",449.844
"m668","chr1",450.2232
"m669","chr1",451.5988
"m670","chr1",451.7776
"m671","chr1",452.416
"m672","chr1",452.478
"m673","chr1",453.0112
"m674","chr1",454.3944
"m675","chr1",455.426
"m676","chr1",456.0124
"m677","chr1",456.8372
"m678","chr1",456.8456
"m679","chr1",456.8564
"m680","chr1",456.9096
"m681","chr1",457.2988
"m682","chr1",457.628
"m683","chr1",457.8776
"m684","chr1",458.0232
"m685","chr1",458.14
"m686","chr1",458.2988
"m687","chr1",458.478
"m688","chr1",459.096
"m689","chr1",459.104
"m690","chr1",459.2388
"m691","chr1",459.6152
"m692","chr1",460.3
"m693","chr1",460.636
"m694","chr1",460.7764
"m695","chr1",460.9092
"m696","chr1",460.9856
"m697","chr1",461.9016
"m698","chr1",462.1636
"m699","chr1",462.5732
"m700","chr1",462.7508
"m701","chr1",462.7968
"m702","chr1",463.0696
"m703","chr1",463.0796
"m704","chr1",463.1876
"m705","chr1",464.0012
"m706","chr1",464.3724
"m707","chr1",464.3776
"m708","chr1",464.5084
"m709","chr1",465.0952
"m710","chr1",465.5748
"m711","chr1",467.73
"m712","chr1",468.0836
"m713","chr1",469.1588
"m714","chr1",469.2412
"m715","chr1",470.622
"m716","chr1",470.6636
"m717","chr1",471.9004
"m718","chr1",473.664
"m719","chr1",473.7816
"m720","chr1",473.9096
"m721","chr1",475.0228
"m722","chr1",475.902
"m723","chr1",476.944
"m724","chr1",480.028
"m725","chr1",480.4248
"m726","chr1",480.454
"m727","chr1",481.1856
"m728","chr1",481.2596
"m729","chr1",481.5088
"m730","chr1",481.7924
"m731","chr1",483.4444
"m732","chr1",483.6172
"m733","chr1",483.6508
"m734","chr1",483.914
"m735","chr1",483.9592
"m736","chr1",485.8132
"m737","chr1",486.8752
"m738","chr1",487.9784
"m739","chr1",488.1872
"m740","chr1",488.6064
"m741","chr1",488.852
"m742","chr1",489.1904
"m743","chr1",489.5572
"m744","chr1",489.6592
"m745","chr1",490.0472
"m746","chr1",491.1196
"m747","chr1",491.2968
"m748","chr1",492.6712
"m749","chr1",492.7144
"m750","chr1",494.2716
"m751","chr1",494.5656
"m752","chr1",494.9792
"m753","chr1",495.398
"m754","chr1",495.5204
"m755","chr1",495.7636
"m756","chr1",496.574
"m757","chr1",498.776
"m758","chr1",499.738
"m759","chr1",499.8008
"m760","chr1",500.6448
"m761","chr1",502.6388
"m762","chr1",503.1628
"m763","chr1",503.7896
"m764","chr1",505.636
"m765","chr1",510.3584
"m766","chr1",511.1532
"m767","chr1",512.5432
"m768","chr1",512.6724
"m769","chr1",514.132
"m770","chr1",514.4216
"m771","chr1",514.7668
"m772","chr1",514.8492
"m773","chr1",514.8888
"m774","chr1",515.0908
"m775","chr1",515.3072
"m776","chr1",517.3512
"m777","chr1",518.0216
"m778","chr1",525.3656
"m779","chr1",525.9816
"m780","chr1",530.4972
"m781","chr1",530.6684
"m782","chr1",531.2344
"m783","chr1",531.9716
"m784","chr1",533.9972
"m785","chr1",534.4708
"m786","chr1",535.7436
"m787","chr1",535.7672
"m788","chr1",536.8996
"m789","chr1",537.5812
"m790","chr1",537.5832
"m791","chr1",539.202
"m792","chr1",541.0076
"m793","chr1",542.0276
"m794","chr1",543.0372
"m795","chr1",544.2496
"m796","chr1",544.57
"m797","chr1",545.7336
"m798","chr1",545.8888
"m799","chr1",548.45
"m800","chr1",548.7848
"m801","chr1",548.876
"m802","chr1",549.0424
"m803","chr1",549.894
"m804","chr1",549.9244
"m805","chr1",550.7444
"m806","chr1",551.1396
"m807","chr1",551.3616
"m808","chr1",551.4632
"m809","chr1",552.4668
"m810","chr1",552.6012
"m811","chr1",552.908
"m812","chr1",553.7336
"m813","chr1",554.1356
"m814","chr1",554.3412
"m815","chr1",555.3036
"m816","chr1",555.714
"m817","chr1",556.0156
"m818","chr1",556.13
"m819","chr1",557.5084
"m820","chr1",558.3048
"m821","chr1",558.3136
"m822","chr1",559.3972
"m823","chr1",559.5532
"m824","chr1",560.0236
"m825","chr1",560.1192
"m826","chr1",561.7812
"m827","chr1",562.0168
"m828","chr1",562.0264
"m829","chr1",562.312
"m830","chr1",562.6476
"m831","chr1",564.2496
"m832","chr1",564.2972
"m833","chr1",564.3556
"m834","chr1",564.854
"m835","chr1",565.1276
"m836","chr1",565.5936
"m837","chr1",566.3376
"m838","chr1",566.3772
"m839","chr1",566.9128
"m840","chr1",568.0744
"m841","chr1",569.602
"m842","chr1",570.538
"m843","chr1",571.5944
"m844","chr1",572.14
"m845","chr1",572.3216
"m846","chr1",572.3284
"m847","chr1",572.3432
"m848","chr1",572.6072
"m849","chr1",572.9828
"m850","chr1",573.078
"m851","chr1",573.3812
"m852","chr1",573.906
"m853","chr1",578.3852
"m854","chr1",579.136
"m855","chr1",581.9428
"m856","chr1",582.2308
"m857","chr1",582.2668
"m858","chr1",582.502
"m859","chr1",582.5888
"m860","chr1",582.9524
"m861","chr1",585.4948
"m862","chr1",586.6068
"m863","chr1",587.1864
"m864","chr1",588.1888
"m865","chr1",588.8316
"m866","chr1",588.866
"m867","chr1",589.3148
"m868","chr1",590.1592
"m869","chr1",590.5768
"m870","chr1",590.6716
"m871","chr1",591.1716
"m872","chr1",592.2904
"m873","chr1",592.4916
"m874","chr1",592.6992
"m875","chr1",593.3568
"m876","chr1",593.5876
"m877","chr1",593.632
"m878","chr1",593.6856
"m879","chr1",594.0848
"m880","chr1",594.1024
"m881","chr1",595.2524
"m882","chr1",595.9588
"m883","chr1",597.0528
"m884","chr1",599.004
"m885","chr1",600.6248
"m886","chr1",601.5212
"m887","chr1",617.6384
"m888","chr1",619.3636
"m889","chr1",619.9672
"m890","chr1",620.1884
"m891","chr1",621.9788
"m892","chr1",622.6804
"m893","chr1",623.572
"m894","chr1",623.9044
"m895","chr1",624.37
"m896","chr1",624.5128
"m897","chr1",624.6072
"m898","chr1",624.9632
"m899","chr1",625.0236
"m900","chr1",625.1936
"m901","chr1",625.6652
"m902","chr1",625.8492
"m903","chr1",626.3292
"m904","chr1",628.4208
"m905","chr1",628.4604
"m906","chr1",629.1716
"m907","chr1",630.046
"m908","chr1",630.2816
"m909","chr1",631.498
"m910","chr1",632.2944
"m911","chr1",633.2224
"m912","chr1",633.4532
"m913","chr1",633.4724
"m914","chr1",633.6048
"m915","chr1",634.1268
"m916","chr1",635.2004
"m917","chr1",639.6416
"m918","chr1",639.8588
"m919","chr1",639.9412
"m920","chr1",640.248
"m921","chr1",640.3568
"m922","chr1",640.3928
"m923","chr1",640.874
"m924","chr1",641.2108
"m925","chr1",643.9908
"m926","chr1",645.6916
"m927","chr1",648.106
"m928","chr1",648.578
"m929","chr1",653.4856
"m930","chr1",669.4336
"m931","chr1",669.7168
"m932","chr1",671.1184
"m933","chr1",675.0308
"m934","chr1",681.396
"m935","chr1",692.32
"m936","chr1",695.2952
"m937","chr1",700.4724
"m938","chr1",702.5356
"m939","chr1",703.144
"m940","chr1",704.362
"m941","chr1",704.75
"m942","chr1",705.9932
"m943","chr1",707.6376
"m944","chr1",708.658
"m945","chr1",711.7364
"m946","chr1",714.7296
"m947","chr1",715.3432
"m948","chr1",715.9264
"m949","chr1",716.0856
"m950","chr1",717.9456
"m951","chr1",722.2056
"m952","chr1",724.8748
"m953","chr1",731.9148
"m954","chr1",740.1488
"m955","chr1",748.144
"m956","chr1",748.9268
"m957","chr1",751.4948
"m958","chr1",753.9508
"m959","chr1",758.7044
"m960","chr1",758.7528
"m961","chr1",759.6744
"m962","chr1",761.5668
"m963","chr1",765.3792
"m964","chr1",767.3596
"m965","chr1",767.4892
"m966","chr1",769.912
"m967","chr1",770.8168
"m968","chr1",770.9604
"m969","chr1",771.1872
"m970","chr1",775.3376
"m971","chr1",783.326
"m972","chr1",785.4224
"m973","chr1",785.4564
"m974","chr1",785.9196
"m975","chr1",791.7352
"m976","chr1",792.6532
"m977","chr1",793.4788
"m978","chr1",793.4872
"m979","chr1",793.498
"m980","chr1",808.596
"m981","chr1",810.0664
"m982","chr1",812.8156
"m983","chr1",813.9936
"m984","chr1",815.4776
"m985","chr1",818.7392
"m986","chr1",819.7464
"m987","chr1",821.676
"m988","chr1",821.7124
"m989","chr1",823.8484
"m990","chr1",823.9612
"m991","chr1",824.2668
"m992","chr1",826.8224
"m993","chr1",828.2156
"m994","chr1",828.2852
"m995","chr1",828.9644
"m996","chr1",829.2644
"m997","chr1",833.1284
"m998","chr1",835.898
"m999","chr1",836.3576
"m1000","chr1",838.3224
"m1001","chr1",842.9156
"m1002","chr1",844.7676
"m1003","chr1",848.5844
"m1004","chr1",850.654
"m1005","chr1",851.2204
"m1006","chr1",852.1876
"m1007","chr1",853.0852
"m1008","chr1",855.4136
"m1009","chr1",857.2844
"m1010","chr1",857.8388
"m1011","chr1",859.4332
"m1012","chr1",860.288
"m1013","chr1",860.352
"m1014","chr1",861.2412
"m1015","chr1",869.4132
"m1016","chr1",870.1364
"m1017","chr1",870.9304
"m1018","chr1",871.9336
"m1019","chr1",871.9504
"m1020","chr1",874.0964
"m1021","chr1",874.3528
"m1022","chr1",875.9564
"m1023","chr1",877.0292
"m1024","chr1",877.3588
"m1025","chr1",881.0548
"m1026","chr1",881.2996
"m1027","chr1",882.6672
"m1028","chr1",883.2264
"m1029","chr1",884.9104
"m1030","chr1",886.4404
"m1031","chr1",888.294
"m1032","chr1",889.7584
"m1033","chr1",890.6676
"m1034","chr1",890.8
"m1035","chr1",891.1788
"m1036","chr1",891.2104
"m1037","chr1",891.302
"m1038","chr1",892.6524
"m1039","chr1",893.4864
"m1040","chr1",893.7856
"m1041","chr1",894.036
"m1042","chr1",894.0844
"m1043","chr1",894.2988
"m1044","chr1",895.7764
"m1045","chr1",896.574
"m1046","chr1",897.35
"m1047","chr1",899.1332
"m1048","chr1",899.5988
"m1049","chr1",900.544
"m1050","chr1",900.626
"m1051","chr1",901.1748
"m1052","chr1",902.6992
"m1053","chr1",905.236
"m1054","chr1",906.0824
"m1055","chr1",908.7652
"m1056","chr1",909.004
"m1057","chr1",909.8124
"m1058","chr1",911.4748
"m1059","chr1",913.8476
"m1060","chr1",915.91
"m1061","chr1",918.8716
"m1062","chr1",919.524
"m1063","chr1",921.1584
"m1064","chr1",925.5516
"m1065","chr1",926.3352
"m1066","chr1",926.5176
"m1067","chr1",926.7216
"m1068","chr1",927.068
"m1069","chr1",928.8664
"m1070","chr1",934.9364
"m1071","chr1",938.8212
"m1072","chr1",943.1308
"m1073","chr1",943.4036
"m1074","chr1",943.4884
"m1075","chr1",943.548
"m1076","chr1",943.606
"m1077","chr1",944.4692
"m1078","chr1",945.2008
"m1079","chr1",947.7792
"m1080","chr1",986.7608
"m1081","chr1",1018.4728
"m1082","chr1",1021.6652
"m1083","chr1",1021.694
"m1084","chr1",1022.3044
"m1085","chr1",1023.8024
