"marker","chr","pos"
"m301","chr1","58540"
"m302","chr1","58562"
"m303","chr1","58994"
"m304","chr1","59102"
"m305","chr1","60537"
"m306","chr1","62202"
"m307","chr1","62239"
"m308","chr1","62481"
"m309","chr1","62676"
"m310","chr1","62725"
"m311","chr1","63104"
"m312","chr1","63356"
"m313","chr1","63476"
"m314","chr1","63656"
"m315","chr1","63983"
"m316","chr1","64033"
"m317","chr1","64328"
"m318","chr1","64665"
"m319","chr1","65160"
"m320","chr1","66249"
"m321","chr1","66272"
"m322","chr1","66821"
"m323","chr1","68059"
"m324","chr1","68919"
"m325","chr1","69743"
"m326","chr1","70986"
"m327","chr1","71957"
"m328","chr1","72126"
"m329","chr1","72835"
"m330","chr1","74367"
"m331","chr1","75469"
"m332","chr1","75686"
"m333","chr1","76476"
"m334","chr1","76761"
"m335","chr1","76784"
"m336","chr1","77179"
"m337","chr1","77241"
"m338","chr1","77647"
"m339","chr1","77989"
"m340","chr1","78085"
"m341","chr1","79692"
"m342","chr1","81296"
"m343","chr1","81717"
"m344","chr1","82122"
"m345","chr1","82386"
"m346","chr1","82976"
"m347","chr1","84845"
"m348","chr1","84942"
"m349","chr1","85257"
"m350","chr1","86029"
"m351","chr1","86854"
"m352","chr1","87586"
"m353","chr1","88445"
"m354","chr1","88669"
"m355","chr1","89249"
"m356","chr1","89889"
"m357","chr1","90098"
"m358","chr1","90162"
"m359","chr1","94347"
"m360","chr1","94390"
"m361","chr1","96280"
"m362","chr1","96340"
"m363","chr1","96677"
"m364","chr1","96955"
"m365","chr1","97768"
"m366","chr1","98117"
"m367","chr1","99247"
"m368","chr1","100853"
"m369","chr1","102562"
"m370","chr1","102937"
"m371","chr1","103151"
"m372","chr1","103502"
"m373","chr1","104343"
"m374","chr1","104615"
"m375","chr1","105950"
"m376","chr1","107247"
"m377","chr1","107960"
"m378","chr1","107983"
"m379","chr1","108652"
"m380","chr1","108726"
"m381","chr1","109270"
"m382","chr1","109551"
"m383","chr1","109928"
"m384","chr1","110287"
"m385","chr1","113236"
"m386","chr1","114825"
"m387","chr1","114891"
"m388","chr1","114976"
"m389","chr1","115264"
"m390","chr1","116717"
"m391","chr1","117499"
"m392","chr1","117537"
"m393","chr1","117666"
"m394","chr1","117732"
"m395","chr1","117876"
"m396","chr1","117995"
"m397","chr1","118045"
"m398","chr1","118101"
"m399","chr1","118125"
"m400","chr1","118243"
"m401","chr1","118925"
"m402","chr1","119194"
"m403","chr1","119199"
"m404","chr1","119396"
"m405","chr1","119424"
"m406","chr1","120733"
"m407","chr1","121209"
"m408","chr1","121539"
"m409","chr1","121621"
"m410","chr1","121914"
"m411","chr1","121953"
"m412","chr1","121966"
"m413","chr1","122042"
"m414","chr1","122392"
"m415","chr1","122833"
"m416","chr1","123125"
"m417","chr1","123337"
"m418","chr1","123486"
"m419","chr1","123621"
"m420","chr1","124069"
"m421","chr1","124468"
"m422","chr1","125070"
"m423","chr1","125880"
"m424","chr1","125946"
"m425","chr1","126004"
"m426","chr1","126034"
"m427","chr1","128431"
"m428","chr1","128944"
"m429","chr1","129766"
"m430","chr1","130479"
"m431","chr1","130766"
"m432","chr1","130825"
"m433","chr1","131027"
"m434","chr1","131586"
"m435","chr1","132332"
"m436","chr1","132426"
"m437","chr1","132466"
"m438","chr1","132572"
"m439","chr1","132865"
"m440","chr1","132873"
"m441","chr1","133324"
"m442","chr1","133396"
"m443","chr1","133652"
"m444","chr1","134200"
"m445","chr1","134473"
"m446","chr1","134483"
"m447","chr1","134509"
"m448","chr1","134757"
"m449","chr1","134810"
"m450","chr1","134957"
"m451","chr1","135203"
"m452","chr1","135440"
"m453","chr1","135479"
"m454","chr1","135565"
"m455","chr1","135750"
"m456","chr1","135833"
"m457","chr1","135859"
"m458","chr1","136497"
"m459","chr1","136620"
"m460","chr1","136690"
"m461","chr1","136708"
"m462","chr1","136761"
"m463","chr1","136823"
"m464","chr1","137048"
"m465","chr1","137203"
"m466","chr1","137354"
"m467","chr1","137636"
"m468","chr1","137775"
"m469","chr1","140861"
"m470","chr1","141205"
"m471","chr1","141538"
"m472","chr1","141842"
"m473","chr1","142067"
"m474","chr1","142083"
"m475","chr1","143676"
"m476","chr1","144633"
"m477","chr1","144642"
"m478","chr1","144854"
"m479","chr1","145183"
"m480","chr1","145342"
"m481","chr1","145938"
"m482","chr1","146698"
"m483","chr1","147279"
"m484","chr1","147707"
"m485","chr1","147759"
"m486","chr1","148833"
"m487","chr1","148856"
"m488","chr1","148970"
"m489","chr1","149477"
"m490","chr1","150050"
"m491","chr1","150137"
"m492","chr1","150384"
"m493","chr1","150729"
"m494","chr1","151468"
"m495","chr1","151574"
"m496","chr1","152161"
"m497","chr1","152636"
"m498","chr1","153233"
"m499","chr1","153270"
"m500","chr1","153386"
"m501","chr1","155157"
"m502","chr1","155224"
"m503","chr1","155420"
"m504","chr1","155461"
"m505","chr1","155869"
"m506","chr1","157161"
"m507","chr1","157378"
"m508","chr1","158740"
"m509","chr1","158869"
"m510","chr1","159247"
"m511","chr1","159267"
"m512","chr1","159612"
"m513","chr1","159771"
"m514","chr1","159819"
"m515","chr1","160151"
"m516","chr1","160752"
"m517","chr1","160951"
"m518","chr1","162308"
"m519","chr1","164504"
"m520","chr1","165565"
"m521","chr1","165836"
"m522","chr1","166450"
"m523","chr1","166550"
"m524","chr1","167378"
"m525","chr1","167843"
"m526","chr1","168694"
"m527","chr1","168725"
"m528","chr1","168965"
"m529","chr1","169237"
"m530","chr1","169320"
"m531","chr1","169793"
"m532","chr1","170015"
"m533","chr1","171049"
"m534","chr1","171514"
"m535","chr1","171718"
"m536","chr1","172028"
"m537","chr1","172046"
"m538","chr1","172377"
"m539","chr1","172799"
"m540","chr1","173380"
"m541","chr1","173412"
"m542","chr1","173613"
"m543","chr1","174720"
"m544","chr1","175154"
"m545","chr1","175482"
"m546","chr1","175783"
"m547","chr1","176180"
"m548","chr1","176187"
"m549","chr1","176635"
"m550","chr1","176643"
"m551","chr1","176682"
"m552","chr1","177366"
"m553","chr1","177471"
"m554","chr1","177654"
"m555","chr1","178170"
"m556","chr1","178632"
"m557","chr1","179037"
"m558","chr1","179126"
"m559","chr1","179479"
"m560","chr1","180226"
"m561","chr1","180640"
"m562","chr1","181410"
"m563","chr1","181541"
"m564","chr1","182996"
"m565","chr1","183324"
"m566","chr1","185363"
"m567","chr1","186581"
"m568","chr1","187648"
"m569","chr1","187882"
"m570","chr1","187891"
"m571","chr1","188171"
"m572","chr1","188460"
"m573","chr1","189083"
"m574","chr1","189299"
"m575","chr1","189353"
"m576","chr1","189493"
"m577","chr1","189559"
"m578","chr1","190589"
"m579","chr1","191491"
"m580","chr1","191834"
"m581","chr1","192147"
"m582","chr1","192417"
"m583","chr1","193687"
"m584","chr1","193739"
"m585","chr1","194047"
"m586","chr1","194182"
"m587","chr1","194216"
"m588","chr1","194255"
"m589","chr1","194312"
"m590","chr1","194340"
"m591","chr1","194365"
"m592","chr1","194444"
"m593","chr1","194619"
"m594","chr1","194627"
"m595","chr1","194693"
"m596","chr1","194741"
"m597","chr1","195303"
"m598","chr1","195497"
"m599","chr1","196075"
"m600","chr1","196288"
"m601","chr1","196457"
"m602","chr1","196877"
"m603","chr1","197189"
"m604","chr1","197447"
"m605","chr1","197582"
"m606","chr1","197660"
"m607","chr1","202083"
"m608","chr1","206436"
"m609","chr1","207275"
"m610","chr1","207761"
"m611","chr1","207866"
"m612","chr1","207956"
"m613","chr1","208766"
"m614","chr1","209083"
"m615","chr1","209092"
"m616","chr1","209469"
"m617","chr1","209485"
"m618","chr1","209593"
"m619","chr1","210226"
"m620","chr1","210644"
"m621","chr1","211148"
"m622","chr1","217153"
"m623","chr1","217533"
"m624","chr1","222129"
"m625","chr1","222755"
"m626","chr1","226120"
"m627","chr1","227129"
"m628","chr1","227382"
"m629","chr1","228545"
"m630","chr1","229938"
"m631","chr1","230105"
"m632","chr1","231086"
"m633","chr1","232112"
"m634","chr1","232239"
"m635","chr1","233386"
"m636","chr1","234036"
"m637","chr1","235726"
"m638","chr1","236035"
"m639","chr1","239945"
"m640","chr1","246566"
"m641","chr1","255838"
"m642","chr1","258649"
"m643","chr1","259179"
"m644","chr1","259232"
"m645","chr1","260168"
"m646","chr1","261394"
"m647","chr1","262178"
"m648","chr1","262731"
"m649","chr1","263100"
"m650","chr1","263307"
"m651","chr1","266651"
"m652","chr1","266674"
"m653","chr1","273464"
"m654","chr1","273509"
"m655","chr1","275417"
"m656","chr1","279186"
"m657","chr1","281230"
"m658","chr1","283182"
"m659","chr1","287483"
"m660","chr1","288928"
"m661","chr1","294286"
"m662","chr1","307747"
"m663","chr1","307843"
"m664","chr1","309102"
"m665","chr1","316006"
"m666","chr1","317440"
"m667","chr1","317715"
"m668","chr1","321084"
"m669","chr1","321218"
"m670","chr1","324026"
"m671","chr1","326728"
"m672","chr1","327913"
"m673","chr1","328475"
"m674","chr1","328652"
"m675","chr1","329621"
"m676","chr1","331020"
"m677","chr1","332349"
"m678","chr1","333835"
"m679","chr1","334319"
"m680","chr1","334535"
"m681","chr1","335706"
"m682","chr1","335938"
"m683","chr1","339631"
"m684","chr1","343874"
"m685","chr1","346892"
"m686","chr1","347101"
"m687","chr1","347226"
"m688","chr1","348965"
"m689","chr1","351866"
"m690","chr1","355991"
"m691","chr1","356593"
"m692","chr1","357426"
"m693","chr1","357483"
"m694","chr1","357734"
"m695","chr1","358860"
"m696","chr1","360179"
"m697","chr1","360268"
"m698","chr1","361400"
"m699","chr1","362245"
"m700","chr1","363182"
"m701","chr1","363661"
"m702","chr1","364900"
"m703","chr1","366317"
"m704","chr1","366347"
"m705","chr1","366515"
"m706","chr1","366610"
"m707","chr1","366672"
"m708","chr1","366682"
"m709","chr1","367217"
"m710","chr1","368667"
"m711","chr1","370840"
"m712","chr1","371326"
"m713","chr1","372467"
"m714","chr1","375552"
"m715","chr1","375778"
"m716","chr1","379047"
"m717","chr1","380601"
"m718","chr1","380774"
"m719","chr1","381659"
"m720","chr1","381762"
"m721","chr1","381829"
"m722","chr1","381835"
"m723","chr1","383210"
"m724","chr1","383504"
"m725","chr1","384032"
"m726","chr1","385213"
"m727","chr1","385236"
"m728","chr1","385579"
"m729","chr1","385600"
"m730","chr1","385625"
"m731","chr1","386968"
"m732","chr1","387197"
"m733","chr1","387440"
"m734","chr1","387913"
"m735","chr1","388134"
"m736","chr1","388730"
"m737","chr1","390330"
"m738","chr1","390485"
"m739","chr1","390756"
"m740","chr1","391050"
"m741","chr1","391650"
"m742","chr1","392691"
"m743","chr1","392967"
"m744","chr1","393060"
"m745","chr1","393591"
"m746","chr1","394091"
"m747","chr1","394203"
"m748","chr1","394528"
"m749","chr1","394973"
"m750","chr1","394994"
"m751","chr1","395533"
"m752","chr1","395554"
"m753","chr1","396611"
"m754","chr1","397306"
"m755","chr1","397600"
"m756","chr1","400063"
"m757","chr1","400257"
"m758","chr1","401435"
"m759","chr1","401510"
"m760","chr1","401662"
"m761","chr1","401953"
"m762","chr1","402040"
"m763","chr1","402751"
"m764","chr1","403335"
"m765","chr1","403666"
"m766","chr1","404209"
"m767","chr1","404454"
"m768","chr1","405033"
"m769","chr1","405493"
"m770","chr1","405629"
"m771","chr1","406358"
"m772","chr1","407105"
"m773","chr1","408267"
"m774","chr1","410494"
"m775","chr1","411066"
"m776","chr1","411194"
"m777","chr1","411369"
"m778","chr1","411412"
"m779","chr1","411521"
"m780","chr1","411657"
"m781","chr1","414818"
"m782","chr1","418811"
"m783","chr1","419404"
"m784","chr1","419898"
"m785","chr1","420051"
"m786","chr1","420591"
"m787","chr1","421229"
"m788","chr1","423662"
"m789","chr1","424279"
"m790","chr1","425227"
"m791","chr1","447381"
"m792","chr1","448079"
"m793","chr1","448589"
"m794","chr1","448666"
"m795","chr1","448738"
"m796","chr1","451360"
"m797","chr1","452976"
"m798","chr1","453506"
"m799","chr1","453949"
"m800","chr1","459575"
"m801","chr1","459648"
"m802","chr1","460026"
"m803","chr1","460845"
"m804","chr1","461119"
"m805","chr1","461124"
"m806","chr1","465670"
"m807","chr1","468447"
"m808","chr1","468604"
"m809","chr1","470506"
"m810","chr1","470905"
"m811","chr1","471460"
"m812","chr1","471993"
"m813","chr1","472081"
"m814","chr1","473058"
"m815","chr1","473240"
"m816","chr1","474429"
"m817","chr1","474567"
"m818","chr1","477303"
"m819","chr1","477314"
"m820","chr1","477934"
"m821","chr1","479140"
"m822","chr1","480100"
"m823","chr1","480760"
"m824","chr1","481272"
"m825","chr1","483553"
"m826","chr1","484670"
"m827","chr1","484729"
"m828","chr1","484907"
"m829","chr1","486287"
"m830","chr1","488693"
"m831","chr1","490210"
"m832","chr1","490310"
"m833","chr1","490452"
"m834","chr1","490741"
"m835","chr1","491848"
"m836","chr1","493082"
"m837","chr1","494909"
"m838","chr1","495498"
"m839","chr1","495629"
"m840","chr1","495930"
"m841","chr1","496654"
"m842","chr1","496692"
"m843","chr1","497040"
"m844","chr1","497223"
"m845","chr1","498331"
"m846","chr1","498570"
"m847","chr1","498910"
"m848","chr1","500239"
"m849","chr1","501112"
"m850","chr1","501260"
"m851","chr1","502366"
"m852","chr1","503457"
"m853","chr1","505872"
"m854","chr1","507997"
"m855","chr1","509609"
"m856","chr1","509622"
"m857","chr1","509753"
"m858","chr1","511508"
"m859","chr1","511587"
"m860","chr1","512264"
"m861","chr1","512670"
"m862","chr1","513972"
"m863","chr1","515053"
"m864","chr1","516036"
"m865","chr1","516822"
"m866","chr1","517761"
"m867","chr1","518000"
"m868","chr1","518482"
"m869","chr1","518742"
"m870","chr1","518805"
"m871","chr1","519086"
"m872","chr1","520437"
"m873","chr1","520520"
"m874","chr1","520605"
"m875","chr1","521244"
"m876","chr1","521293"
"m877","chr1","521401"
"m878","chr1","522524"
"m879","chr1","524246"
"m880","chr1","525980"
"m881","chr1","527037"
"m882","chr1","527224"
"m883","chr1","527406"
"m884","chr1","528013"
"m885","chr1","529365"
"m886","chr1","530773"
"m887","chr1","530904"
"m888","chr1","531180"
"m889","chr1","531987"
"m890","chr1","532660"
"m891","chr1","532750"
"m892","chr1","532932"
"m893","chr1","533618"
"m894","chr1","534133"
"m895","chr1","534772"
"m896","chr1","535213"
"m897","chr1","535982"
"m898","chr1","536063"
"m899","chr1","536176"
"m900","chr1","536551"
"m901","chr1","537650"
"m902","chr1","537924"
"m903","chr1","538206"
"m904","chr1","538373"
"m905","chr1","538465"
"m906","chr1","539093"
"m907","chr1","539453"
"m908","chr1","539610"
"m909","chr1","540145"
"m910","chr1","540170"
"m911","chr1","540229"
"m912","chr1","540728"
"m913","chr1","542533"
"m914","chr1","544766"
"m915","chr1","545540"
"m916","chr1","545919"
"m917","chr1","546367"
"m918","chr1","546391"
"m919","chr1","547841"
"m920","chr1","547940"
"m921","chr1","548342"
"m922","chr1","548468"
"m923","chr1","549521"
"m924","chr1","550336"
"m925","chr1","551225"
"m926","chr1","552658"
"m927","chr1","553361"
"m928","chr1","553609"
"m929","chr1","553836"
"m930","chr1","554434"
"m931","chr1","554483"
"m932","chr1","554848"
"m933","chr1","555355"
"m934","chr1","555399"
"m935","chr1","555787"
"m936","chr1","555875"
"m937","chr1","556043"
"m938","chr1","556960"
"m939","chr1","557234"
"m940","chr1","558120"
"m941","chr1","558303"
"m942","chr1","559306"
"m943","chr1","559650"
"m944","chr1","560236"
"m945","chr1","560735"
"m946","chr1","561181"
"m947","chr1","561451"
"m948","chr1","561586"
"m949","chr1","561645"
"m950","chr1","562428"
"m951","chr1","562581"
"m952","chr1","563828"
"m953","chr1","564637"
"m954","chr1","565660"
"m955","chr1","566111"
"m956","chr1","566946"
"m957","chr1","568649"
"m958","chr1","569241"
"m959","chr1","569583"
"m960","chr1","572621"
"m961","chr1","572944"
"m962","chr1","573594"
"m963","chr1","574022"
"m964","chr1","574067"
"m965","chr1","575135"
"m966","chr1","576216"
"m967","chr1","576318"
"m968","chr1","578336"
"m969","chr1","578529"
"m970","chr1","578995"
"m971","chr1","579721"
"m972","chr1","579839"
"m973","chr1","579941"
"m974","chr1","580201"
"m975","chr1","581062"
"m976","chr1","581670"
"m977","chr1","584765"
"m978","chr1","587144"
"m979","chr1","587306"
"m980","chr1","590153"
"m981","chr1","591029"
"m982","chr1","591173"
"m983","chr1","591417"
"m984","chr1","592907"
"m985","chr1","593239"
"m986","chr1","594079"
"m987","chr1","598076"
"m988","chr1","599287"
"m989","chr1","599835"
"m990","chr1","601034"
"m991","chr1","601855"
"m992","chr1","602226"
"m993","chr1","602966"
"m994","chr1","603157"
"m995","chr1","603588"
"m996","chr1","603835"
"m997","chr1","605345"
"m998","chr1","605749"
"m999","chr1","606115"
"m1000","chr1","606248"
"m1001","chr1","606282"
"m1002","chr1","606362"
"m1003","chr1","606912"
"m1004","chr1","607356"
"m1005","chr1","607849"
"m1006","chr1","609480"
"m1007","chr1","610039"
"m1008","chr1","610866"
"m1009","chr1","613387"
"m1010","chr1","613736"
"m1011","chr1","614370"
"m1012","chr1","615003"
"m1013","chr1","618409"
"m1014","chr1","618589"
"m1015","chr1","619821"
"m1016","chr1","622127"
"m1017","chr1","622803"
"m1018","chr1","623896"
"m1019","chr1","624977"
"m1020","chr1","625270"
"m1021","chr1","630890"
"m1022","chr1","631532"
"m1023","chr1","631697"
"m1024","chr1","635826"
"m1025","chr1","635897"
"m1026","chr1","636211"
"m1027","chr1","636497"
"m1028","chr1","638511"
"m1029","chr1","638581"
"m1030","chr1","638897"
"m1031","chr1","639370"
"m1032","chr1","639899"
"m1033","chr1","641174"
"m1034","chr1","641872"
"m1035","chr1","643364"
"m1036","chr1","643503"
"m1037","chr1","643512"
"m1038","chr1","645583"
"m1039","chr1","645622"
"m1040","chr1","645944"
"m1041","chr1","645971"
"m1042","chr1","646082"
"m1043","chr1","646139"
"m1044","chr1","648311"
"m1045","chr1","649114"
"m1046","chr1","650038"
"m1047","chr1","652054"
"m1048","chr1","656285"
"m1049","chr1","656464"
"m1050","chr1","656672"
"m1051","chr1","656789"
"m1052","chr1","656890"
"m1053","chr1","657250"
"m1054","chr1","657406"
"m1055","chr1","657498"
"m1056","chr1","657522"
"m1057","chr1","657561"
"m1058","chr1","657611"
"m1059","chr1","657690"
"m1060","chr1","657872"
"m1061","chr1","657950"
"m1062","chr1","658078"
"m1063","chr1","658188"
"m1064","chr1","658216"
"m1065","chr1","658357"
"m1066","chr1","658427"
"m1067","chr1","658504"
"m1068","chr1","658514"
"m1069","chr1","658608"
"m1070","chr1","658631"
"m1071","chr1","658648"
"m1072","chr1","658798"
"m1073","chr1","658814"
"m1074","chr1","658895"
"m1075","chr1","658988"
"m1076","chr1","659038"
"m1077","chr1","659049"
"m1078","chr1","659092"
"m1079","chr1","659158"
"m1080","chr1","659195"
"m1081","chr1","659320"
"m1082","chr1","659465"
"m1083","chr1","659621"
"m1084","chr1","659667"
"m1085","chr1","660039"
"m1086","chr1","660112"
"m1087","chr1","660123"
"m1088","chr1","660197"
"m1089","chr1","660380"
"m1090","chr1","660544"
"m1091","chr1","660554"
"m1092","chr1","660583"
"m1093","chr1","660619"
"m1094","chr1","660707"
"m1095","chr1","660805"
"m1096","chr1","660905"
"m1097","chr1","660914"
"m1098","chr1","661062"
"m1099","chr1","661467"
"m1100","chr1","661566"
"m1101","chr1","661594"
"m1102","chr1","661626"
"m1103","chr1","661655"
"m1104","chr1","661675"
"m1105","chr1","662203"
"m1106","chr1","664790"
"m1107","chr1","665033"
"m1108","chr1","666498"
"m1109","chr1","666513"
"m1110","chr1","668466"
"m1111","chr1","671477"
"m1112","chr1","672524"
"m1113","chr1","672564"
"m1114","chr1","672859"
"m1115","chr1","676676"
"m1116","chr1","679050"
"m1117","chr1","680578"
"m1118","chr1","681923"
"m1119","chr1","682720"
"m1120","chr1","683518"
"m1121","chr1","683613"
"m1122","chr1","683762"
"m1123","chr1","684377"
"m1124","chr1","684394"
"m1125","chr1","685366"
"m1126","chr1","685827"
"m1127","chr1","685853"
"m1128","chr1","686929"
"m1129","chr1","687093"
"m1130","chr1","687241"
"m1131","chr1","687807"
"m1132","chr1","687893"
"m1133","chr1","687969"
"m1134","chr1","688093"
"m1135","chr1","688735"
"m1136","chr1","689295"
"m1137","chr1","690478"
"m1138","chr1","690487"
"m1139","chr1","690601"
"m1140","chr1","691601"
"m1141","chr1","692533"
"m1142","chr1","692801"
"m1143","chr1","693245"
"m1144","chr1","693285"
"m1145","chr1","693438"
"m1146","chr1","694186"
"m1147","chr1","694498"
"m1148","chr1","695390"
"m1149","chr1","696079"
"m1150","chr1","696308"
"m1151","chr1","696725"
"m1152","chr1","696909"
