"marker","chr","pos"
"m320","chr1",25.2416
"m321","chr1",25.2616
"m322","chr1",25.3424
"m323","chr1",25.3904
"m324","chr1",25.4624
"m325","chr1",25.5932
"m326","chr1",25.6132
"m327","chr1",25.7312
"m328","chr1",25.866
"m329","chr1",26.064
"m330","chr1",26.0792
"m331","chr1",26.1588
"m332","chr1",26.1672
"m333","chr1",26.262
"m334","chr1",26.3056
"m335","chr1",26.3128
"m336","chr1",26.3368
"m337","chr1",26.3556
"m338","chr1",26.4188
"m339","chr1",26.4256
"m340","chr1",26.4384
"m341","chr1",26.4996
"m342","chr1",26.538
"m343","chr1",26.6108
"m344","chr1",26.6752
"m345","chr1",26.7284
"m346","chr1",26.7432
"m347","chr1",26.9188
"m348","chr1",27.0008
"m349","chr1",27.0372
"m350","chr1",27.1376
"m351","chr1",27.1604
"m352","chr1",27.2236
"m353","chr1",27.25
"m354","chr1",27.254
"m355","chr1",27.2716
"m356","chr1",27.2892
"m357","chr1",27.2924
"m358","chr1",27.296
"m359","chr1",27.3464
"m360","chr1",27.3612
"m361","chr1",27.5676
"m362","chr1",27.8972
"m363","chr1",28.1196
"m364","chr1",28.4128
"m365","chr1",28.7828
"m366","chr1",28.8504
"m367","chr1",29.134
"m368","chr1",29.2708
"m369","chr1",29.9104
"m370","chr1",30.4188
"m371","chr1",30.5868
"m372","chr1",30.7136
"m373","chr1",30.8716
"m374","chr1",30.8964
"m375","chr1",31.0588
"m376","chr1",31.1956
"m377","chr1",31.234
"m378","chr1",31.8768
"m379","chr1",32.1264
"m380","chr1",32.6868
"m381","chr1",32.8488
"m382","chr1",32.9544
"m383","chr1",33.0676
"m384","chr1",33.1904
"m385","chr1",33.516
"m386","chr1",33.5344
"m387","chr1",33.726
"m388","chr1",33.734
"m389","chr1",33.938
"m390","chr1",33.9768
"m391","chr1",34.312
"m392","chr1",34.4116
"m393","chr1",34.7364
"m394","chr1",35.0344
"m395","chr1",35.0996
"m396","chr1",35.9556
"m397","chr1",35.9664
"m398","chr1",36.118
"m399","chr1",36.2068
"m400","chr1",36.5444
"m401","chr1",36.5624
"m402","chr1",36.7548
"m403","chr1",37.2124
"m404","chr1",37.4104
"m405","chr1",37.6032
"m406","chr1",37.6896
"m407","chr1",37.7388
"m408","chr1",37.756
"m409","chr1",37.884
"m410","chr1",38.512
"m411","chr1",38.6708
"m412","chr1",38.782
"m413","chr1",38.8128
"m414","chr1",39.1072
"m415","chr1",39.2468
"m416","chr1",39.2936
"m417","chr1",39.6988
"m418","chr1",39.8028
"m419","chr1",40.0304
"m420","chr1",40.2872
"m421","chr1",41.0248
"m422","chr1",41.1748
"m423","chr1",41.2604
"m424","chr1",41.4008
"m425","chr1",41.7372
"m426","chr1",41.846
"m427","chr1",42.288
"m428","chr1",42.38
"m429","chr1",42.4328
"m430","chr1",43.0816
"m431","chr1",43.3512
"m432","chr1",43.4608
"m433","chr1",43.4904
"m434","chr1",43.708
"m435","chr1",43.8204
"m436","chr1",43.9712
"m437","chr1",44.1148
"m438","chr1",45.1864
"m439","chr1",45.93
"m440","chr1",45.9564
"m441","chr1",45.9904
"m442","chr1",46.1056
"m443","chr1",46.6868
"m444","chr1",46.9996
"m445","chr1",47.0148
"m446","chr1",47.0664
"m447","chr1",47.0928
"m448","chr1",47.1504
"m449","chr1",47.198
"m450","chr1",47.218
"m451","chr1",47.2404
"m452","chr1",47.25
"m453","chr1",47.2972
"m454","chr1",47.6776
"m455","chr1",47.6796
"m456","chr1",47.7584
"m457","chr1",47.7696
"m458","chr1",47.8496
"m459","chr1",48.2648
"m460","chr1",48.3288
"m461","chr1",48.3612
"m462","chr1",48.6156
"m463","chr1",48.6484
"m464","chr1",48.6512
"m465","chr1",48.7656
"m466","chr1",48.7812
"m467","chr1",48.7864
"m468","chr1",48.8168
"m469","chr1",48.9568
"m470","chr1",49.1332
"m471","chr1",49.84
"m472","chr1",49.9632
"m473","chr1",50.1776
"m474","chr1",50.22
"m475","chr1",50.352
"m476","chr1",50.3784
"m477","chr1",50.4016
"m478","chr1",50.4136
"m479","chr1",50.59
"m480","chr1",51.0232
"m481","chr1",51.5776
"m482","chr1",51.9064
"m483","chr1",52.1916
"m484","chr1",52.3068
"m485","chr1",52.33
"m486","chr1",52.4108
"m487","chr1",52.6344
"m488","chr1",52.9328
"m489","chr1",52.9704
"m490","chr1",52.9816
"m491","chr1",53.0288
"m492","chr1",53.1592
"m493","chr1",53.3296
"m494","chr1",53.3584
"m495","chr1",53.4608
"m496","chr1",53.5768
"m497","chr1",53.68
"m498","chr1",53.7892
"m499","chr1",53.7932
"m500","chr1",53.8036
"m501","chr1",53.9028
"m502","chr1",53.924
"m503","chr1",53.9828
"m504","chr1",54.0812
"m505","chr1",54.1916
"m506","chr1",54.226
"m507","chr1",54.3004
"m508","chr1",54.3316
"m509","chr1",54.3436
"m510","chr1",54.5988
"m511","chr1",54.648
"m512","chr1",54.676
"m513","chr1",54.6832
"m514","chr1",54.7044
"m515","chr1",54.7292
"m516","chr1",54.8192
"m517","chr1",54.9416
"m518","chr1",55.0544
"m519","chr1",55.11
"m520","chr1",55.118
"m521","chr1",55.5828
"m522","chr1",55.5892
"m523","chr1",55.742
"m524","chr1",55.7876
"m525","chr1",56.204
"m526","chr1",56.482
"m527","chr1",56.6836
"m528","chr1",56.7368
"m529","chr1",57.272
"m530","chr1",57.2792
"m531","chr1",57.3108
"m532","chr1",57.4432
"m533","chr1",57.46
"m534","chr1",57.4704
"m535","chr1",58.0732
"m536","chr1",58.3752
"m537","chr1",58.5604
"m538","chr1",58.5636
"m539","chr1",58.5856
"m540","chr1",58.71
"m541","chr1",58.84
"m542","chr1",59.4464
"m543","chr1",59.4612
"m544","chr1",59.5332
"m545","chr1",59.5776
"m546","chr1",59.922
"m547","chr1",59.9324
"m548","chr1",59.9452
"m549","chr1",59.9652
"m550","chr1",59.9832
"m551","chr1",59.9916
"m552","chr1",60.0548
"m553","chr1",60.2916
"m554","chr1",60.6172
"m555","chr1",60.6296
"m556","chr1",60.8644
"m557","chr1",60.8776
"m558","chr1",61.0544
"m559","chr1",61.2932
"m560","chr1",61.3544
"m561","chr1",61.8744
"m562","chr1",62.0324
"m563","chr1",62.3348
"m564","chr1",63.6988
"m565","chr1",63.7068
"m566","chr1",63.9084
"m567","chr1",63.9276
"m568","chr1",64.0604
"m569","chr1",64.3008
"m570","chr1",64.3804
"m571","chr1",64.718
"m572","chr1",64.8224
"m573","chr1",64.942
"m574","chr1",65.4764
"m575","chr1",65.5512
"m576","chr1",65.8016
"m577","chr1",66.3344
"m578","chr1",66.58
"m579","chr1",66.62
"m580","chr1",66.9512
"m581","chr1",67.1372
"m582","chr1",67.4776
"m583","chr1",67.49
"m584","chr1",67.586
"m585","chr1",67.6948
"m586","chr1",67.728
"m587","chr1",67.9172
"m588","chr1",67.988
"m589","chr1",68.006
"m590","chr1",68.4196
"m591","chr1",68.6056
"m592","chr1",68.6872
"m593","chr1",68.8184
"m594","chr1",68.9128
"m595","chr1",68.9508
"m596","chr1",69.1196
"m597","chr1",69.6904
"m598","chr1",70.0616
"m599","chr1",70.1928
"m600","chr1",70.3132
"m601","chr1",70.472
"m602","chr1",70.4748
"m603","chr1",70.6728
"m604","chr1",70.9464
"m605","chr1",70.9884
"m606","chr1",71.268
"m607","chr1",71.3532
"m608","chr1",71.4528
"m609","chr1",71.514
"m610","chr1",71.6148
"m611","chr1",71.6504
"m612","chr1",71.6912
"m613","chr1",71.7156
"m614","chr1",71.7272
"m615","chr1",72.0904
"m616","chr1",72.256
"m617","chr1",72.4032
"m618","chr1",72.5352
"m619","chr1",72.564
"m620","chr1",72.6164
"m621","chr1",73.1984
"m622","chr1",73.254
"m623","chr1",73.3296
"m624","chr1",73.7548
"m625","chr1",73.766
"m626","chr1",73.8048
"m627","chr1",73.8416
"m628","chr1",73.8592
"m629","chr1",73.8804
"m630","chr1",73.936
"m631","chr1",74.0148
"m632","chr1",74.0636
"m633","chr1",74.0732
"m634","chr1",74.1192
"m635","chr1",74.2516
"m636","chr1",74.6324
"m637","chr1",74.7792
"m638","chr1",75.0592
"m639","chr1",75.1528
"m640","chr1",75.1564
"m641","chr1",75.384
"m642","chr1",75.6332
"m643","chr1",75.7972
"m644","chr1",76.2356
"m645","chr1",76.6404
"m646","chr1",76.7336
"m647","chr1",76.8588
"m648","chr1",76.9212
"m649","chr1",76.9668
"m650","chr1",77.2612
"m651","chr1",77.3136
"m652","chr1",77.6188
"m653","chr1",77.6728
"m654","chr1",77.6864
"m655","chr1",77.702
"m656","chr1",77.7248
"m657","chr1",77.736
"m658","chr1",77.746
"m659","chr1",77.7776
"m660","chr1",77.8508
"m661","chr1",79.064
"m662","chr1",79.5252
"m663","chr1",80.1748
"m664","chr1",82.5744
"m665","chr1",82.66
"m666","chr1",82.9348
"m667","chr1",82.9844
"m668","chr1",83.1044
"m669","chr1",83.1464
"m670","chr1",83.1824
"m671","chr1",83.3156
"m672","chr1",83.4108
"m673","chr1",83.422
"m674","chr1",83.5212
"m675","chr1",83.6368
"m676","chr1",83.7876
"m677","chr1",83.794
"m678","chr1",83.8372
"m679","chr1",84.0904
"m680","chr1",84.4592
"m681","chr1",86.8612
"m682","chr1",87.0132
"m683","chr1",87.9752
"m684","chr1",89.3416
"m685","chr1",89.4208
"m686","chr1",89.5612
"m687","chr1",90.1532
"m688","chr1",90.448
"m689","chr1",91.0776
"m690","chr1",91.1384
"m691","chr1",91.418
"m692","chr1",91.9752
"m693","chr1",92.4344
"m694","chr1",92.8448
"m695","chr1",93.3544
"m696","chr1",93.6144
"m697","chr1",93.6632
"m698","chr1",93.7088
"m699","chr1",94.2904
"m700","chr1",95.0964
"m701","chr1",95.5972
"m702","chr1",95.6048
"m703","chr1",95.978
"m704","chr1",98.6264
"m705","chr1",99.2596
"m706","chr1",100.1656
"m707","chr1",100.5128
"m708","chr1",101.7188
"m709","chr1",102.3344
"m710","chr1",102.7388
"m711","chr1",103.0104
"m712","chr1",103.4596
"m713","chr1",103.4768
"m714","chr1",103.6716
"m715","chr1",103.6928
"m716","chr1",103.8236
"m717","chr1",104.0672
"m718","chr1",104.5576
"m719","chr1",104.8712
"m720","chr1",105.0924
"m721","chr1",105.1936
"m722","chr1",106.6308
"m723","chr1",106.6604
"m724","chr1",109.4036
"m725","chr1",109.7444
"m726","chr1",110.1668
"m727","chr1",111.6744
"m728","chr1",112.0656
"m729","chr1",113.0492
"m730","chr1",113.2728
"m731","chr1",113.7112
"m732","chr1",117.7144
"m733","chr1",118.9176
"m734","chr1",122.464
"m735","chr1",123.0988
"m736","chr1",123.1372
"m737","chr1",123.6408
"m738","chr1",126.4024
"m739","chr1",126.976
"m740","chr1",127.086
"m741","chr1",128.4872
"m742","chr1",130.4012
"m743","chr1",130.6912
"m744","chr1",131.1652
"m745","chr1",131.39
"m746","chr1",131.4608
"m747","chr1",131.8484
"m748","chr1",132.9396
"m749","chr1",133.534
"m750","chr1",133.7276
"m751","chr1",133.814
"m752","chr1",134.2824
"m753","chr1",134.3752
"m754","chr1",134.59
"m755","chr1",135.8524
"m756","chr1",137.5496
"m757","chr1",138.7568
"m758","chr1",138.8404
"m759","chr1",138.8904
"m760","chr1",139.586
"m761","chr1",140.6484
"m762","chr1",140.7464
"m763","chr1",142.3964
"m764","chr1",142.6372
"m765","chr1",142.9704
"m766","chr1",142.9932
"m767","chr1",143.0936
"m768","chr1",143.544
"m769","chr1",144.0716
"m770","chr1",144.1072
"m771","chr1",144.416
"m772","chr1",144.56
"m773","chr1",144.898
"m774","chr1",145.2728
"m775","chr1",145.4644
"m776","chr1",145.96
"m777","chr1",146.5268
"m778","chr1",146.606
"m779","chr1",146.644
"m780","chr1",146.6688
"m781","chr1",146.8868
"m782","chr1",146.952
"m783","chr1",147.4668
"m784","chr1",148.336
"m785","chr1",148.3456
"m786","chr1",148.5304
"m787","chr1",148.9868
"m788","chr1",150.3112
"m789","chr1",151.6188
"m790","chr1",152.2404
"m791","chr1",152.3096
"m792","chr1",152.6636
"m793","chr1",152.7048
"m794","chr1",152.7316
"m795","chr1",152.734
"m796","chr1",153.284
"m797","chr1",153.3008
"m798","chr1",153.4016
"m799","chr1",153.6128
"m800","chr1",154.0852
"m801","chr1",154.0944
"m802","chr1",154.2316
"m803","chr1",154.24
"m804","chr1",154.25
"m805","chr1",154.4672
"m806","chr1",154.7872
"m807","chr1",154.8788
"m808","chr1",154.9424
"m809","chr1",154.976
"m810","chr1",155.1652
"m811","chr1",155.2536
"m812","chr1",155.492
"m813","chr1",156.132
"m814","chr1",156.194
"m815","chr1",156.3024
"m816","chr1",156.42
"m817","chr1",156.66
"m818","chr1",157.0764
"m819","chr1",157.4364
"m820","chr1",157.6364
"m821","chr1",157.6812
"m822","chr1",157.8112
"m823","chr1",157.9892
"m824","chr1",157.9976
"m825","chr1",158.2132
"m826","chr1",158.2216
"m827","chr1",158.6172
"m828","chr1",158.6444
"m829","chr1",158.9224
"m830","chr1",159.04
"m831","chr1",160.0252
"m832","chr1",160.0536
"m833","chr1",160.1028
"m834","chr1",160.574
"m835","chr1",160.604
"m836","chr1",160.6648
"m837","chr1",160.7812
"m838","chr1",160.816
"m839","chr1",161.4472
"m840","chr1",161.4664
"m841","chr1",161.6776
"m842","chr1",161.9204
"m843","chr1",161.9312
"m844","chr1",161.9864
"m845","chr1",162.07
"m846","chr1",162.1208
"m847","chr1",162.1292
"m848","chr1",162.1652
"m849","chr1",162.1828
"m850","chr1",162.2128
"m851","chr1",162.2256
"m852","chr1",162.272
"m853","chr1",162.2984
"m854","chr1",162.3324
"m855","chr1",162.3472
"m856","chr1",162.3596
"m857","chr1",162.4056
"m858","chr1",162.4288
"m859","chr1",162.4648
"m860","chr1",162.4892
"m861","chr1",162.5564
"m862","chr1",162.6356
"m863","chr1",162.6564
"m864","chr1",162.7672
"m865","chr1",162.8724
"m866","chr1",163.0616
"m867","chr1",163.1052
"m868","chr1",163.128
"m869","chr1",163.2472
"m870","chr1",163.3444
"m871","chr1",163.422
"m872","chr1",163.5148
"m873","chr1",163.5204
"m874","chr1",163.528
"m875","chr1",163.59
"m876","chr1",163.7468
"m877","chr1",163.8192
"m878","chr1",163.8544
"m879","chr1",163.9092
"m880","chr1",163.97
"m881","chr1",164.0672
"m882","chr1",164.0876
"m883","chr1",164.1776
"m884","chr1",164.3412
"m885","chr1",164.348
"m886","chr1",164.4264
"m887","chr1",164.5216
"m888","chr1",164.5448
"m889","chr1",164.5912
"m890","chr1",164.6628
"m891","chr1",164.7348
"m892","chr1",164.8724
"m893","chr1",165.0068
"m894","chr1",165.0824
"m895","chr1",165.2868
"m896","chr1",165.3188
"m897","chr1",165.3452
"m898","chr1",165.3852
"m899","chr1",165.4228
"m900","chr1",165.428
"m901","chr1",165.4884
"m902","chr1",165.5
"m903","chr1",165.522
"m904","chr1",165.7596
"m905","chr1",165.7696
"m906","chr1",165.8872
"m907","chr1",165.9148
"m908","chr1",166.0008
"m909","chr1",166.0404
"m910","chr1",166.3644
"m911","chr1",166.3692
"m912","chr1",166.5344
"m913","chr1",166.5788
"m914","chr1",166.6416
"m915","chr1",166.6852
"m916","chr1",166.7424
"m917","chr1",166.7472
"m918","chr1",167.1012
"m919","chr1",167.2092
"m920","chr1",167.2304
"m921","chr1",167.34
"m922","chr1",167.3672
"m923","chr1",167.426
"m924","chr1",167.4432
"m925","chr1",167.48
"m926","chr1",167.5244
"m927","chr1",167.6092
"m928","chr1",167.6368
"m929","chr1",167.672
"m930","chr1",167.802
"m931","chr1",167.956
"m932","chr1",167.9884
"m933","chr1",168.1276
"m934","chr1",168.3092
"m935","chr1",168.426
"m936","chr1",168.4584
"m937","chr1",168.5292
"m938","chr1",168.6728
"m939","chr1",168.7388
"m940","chr1",168.782
"m941","chr1",168.9068
"m942","chr1",168.9944
"m943","chr1",169.1
"m944","chr1",169.4648
"m945","chr1",169.5944
"m946","chr1",169.7824
"m947","chr1",170.022
"m948","chr1",170.1052
"m949","chr1",170.1232
"m950","chr1",177.9684
"m951","chr1",178.1144
"m952","chr1",178.3004
"m953","chr1",178.3492
"m954","chr1",178.4336
"m955","chr1",178.6436
"m956","chr1",178.8116
"m957","chr1",178.8344
"m958","chr1",178.9096
"m959","chr1",179.0044
"m960","chr1",179.0568
"m961","chr1",179.0656
"m962","chr1",179.1708
"m963","chr1",179.2152
"m964","chr1",179.2316
"m965","chr1",179.3472
"m966","chr1",179.3868
"m967","chr1",179.4152
"m968","chr1",179.4952
"m969","chr1",179.5248
"m970","chr1",179.622
"m971","chr1",179.6592
"m972","chr1",179.7408
"m973","chr1",179.9732
"m974","chr1",179.9916
"m975","chr1",180.0552
"m976","chr1",180.502
"m977","chr1",180.544
"m978","chr1",180.5924
"m979","chr1",180.6768
"m980","chr1",180.8324
"m981","chr1",181.0296
"m982","chr1",181.086
"m983","chr1",181.1128
"m984","chr1",181.1244
"m985","chr1",181.2252
"m986","chr1",181.2672
"m987","chr1",181.4084
"m988","chr1",181.4984
"m989","chr1",181.5984
"m990","chr1",181.6416
"m991","chr1",181.6568
"m992","chr1",181.7032
"m993","chr1",182.148
"m994","chr1",182.1592
"m995","chr1",182.1836
"m996","chr1",182.3872
"m997","chr1",182.5804
"m998","chr1",182.7428
"m999","chr1",182.85
"m1000","chr1",183.0928
"m1001","chr1",183.1928
"m1002","chr1",183.3048
"m1003","chr1",183.308
"m1004","chr1",183.4928
"m1005","chr1",183.6928
"m1006","chr1",183.7088
"m1007","chr1",183.7172
"m1008","chr1",183.7212
"m1009","chr1",183.7544
"m1010","chr1",183.7892
"m1011","chr1",183.83
"m1012","chr1",183.8716
"m1013","chr1",183.9028
"m1014","chr1",183.9176
"m1015","chr1",183.9228
"m1016","chr1",183.9932
"m1017","chr1",184.0804
"m1018","chr1",184.0932
"m1019","chr1",184.128
"m1020","chr1",184.1604
"m1021","chr1",184.1808
"m1022","chr1",184.332
"m1023","chr1",184.4184
"m1024","chr1",184.458
"m1025","chr1",184.4728
"m1026","chr1",184.6568
"m1027","chr1",184.8972
"m1028","chr1",185.1264
"m1029","chr1",185.184
"m1030","chr1",185.2644
"m1031","chr1",185.3112
"m1032","chr1",185.3304
"m1033","chr1",185.3428
"m1034","chr1",185.4944
"m1035","chr1",185.5992
"m1036","chr1",185.6228
"m1037","chr1",185.7828
"m1038","chr1",185.866
"m1039","chr1",185.9312
"m1040","chr1",185.9432
"m1041","chr1",185.9484
"m1042","chr1",186.0612
"m1043","chr1",186.208
"m1044","chr1",186.3216
"m1045","chr1",186.4456
"m1046","chr1",186.616
"m1047","chr1",186.7252
"m1048","chr1",186.9064
"m1049","chr1",187.1108
"m1050","chr1",187.1428
"m1051","chr1",187.1548
"m1052","chr1",187.2264
"m1053","chr1",187.2552
"m1054","chr1",187.3388
"m1055","chr1",187.4296
"m1056","chr1",187.4616
"m1057","chr1",187.4896
"m1058","chr1",187.582
"m1059","chr1",187.5852
"m1060","chr1",187.592
"m1061","chr1",187.6864
"m1062","chr1",187.7644
"m1063","chr1",187.958
"m1064","chr1",187.9672
"m1065","chr1",187.97
"m1066","chr1",187.978
"m1067","chr1",188.5024
"m1068","chr1",188.6756
"m1069","chr1",188.6932
"m1070","chr1",188.9048
"m1071","chr1",189.0172
"m1072","chr1",189.1468
"m1073","chr1",189.1636
"m1074","chr1",189.1728
"m1075","chr1",189.2152
"m1076","chr1",189.2184
"m1077","chr1",189.2268
"m1078","chr1",189.4432
"m1079","chr1",189.7428
"m1080","chr1",189.7716
"m1081","chr1",189.9256
"m1082","chr1",189.968
"m1083","chr1",190.0628
"m1084","chr1",190.28
