"marker","chr","pos"
"m301","chr1","42189"
"m302","chr1","42212"
"m303","chr1","43200"
"m304","chr1","43239"
"m305","chr1","43244"
"m306","chr1","43544"
"m307","chr1","43711"
"m308","chr1","58488"
"m309","chr1","58540"
"m310","chr1","58562"
"m311","chr1","58994"
"m312","chr1","59102"
"m313","chr1","60537"
"m314","chr1","61828"
"m315","chr1","62202"
"m316","chr1","62239"
"m317","chr1","62481"
"m318","chr1","62676"
"m319","chr1","62725"
"m320","chr1","63104"
"m321","chr1","63154"
"m322","chr1","63356"
"m323","chr1","63476"
"m324","chr1","63656"
"m325","chr1","63983"
"m326","chr1","64033"
"m327","chr1","64328"
"m328","chr1","64665"
"m329","chr1","65160"
"m330","chr1","65198"
"m331","chr1","65397"
"m332","chr1","65418"
"m333","chr1","65655"
"m334","chr1","65764"
"m335","chr1","65782"
"m336","chr1","65842"
"m337","chr1","65889"
"m338","chr1","66047"
"m339","chr1","66064"
"m340","chr1","66096"
"m341","chr1","66249"
"m342","chr1","66345"
"m343","chr1","66527"
"m344","chr1","66688"
"m345","chr1","66821"
"m346","chr1","66858"
"m347","chr1","67297"
"m348","chr1","67502"
"m349","chr1","67593"
"m350","chr1","67844"
"m351","chr1","67901"
"m352","chr1","68059"
"m353","chr1","68125"
"m354","chr1","68135"
"m355","chr1","68179"
"m356","chr1","68223"
"m357","chr1","68231"
"m358","chr1","68240"
"m359","chr1","68366"
"m360","chr1","68403"
"m361","chr1","68919"
"m362","chr1","69743"
"m363","chr1","70299"
"m364","chr1","71032"
"m365","chr1","71957"
"m366","chr1","72126"
"m367","chr1","72835"
"m368","chr1","73177"
"m369","chr1","74776"
"m370","chr1","76047"
"m371","chr1","76467"
"m372","chr1","76784"
"m373","chr1","77179"
"m374","chr1","77241"
"m375","chr1","77647"
"m376","chr1","77989"
"m377","chr1","78085"
"m378","chr1","79692"
"m379","chr1","80316"
"m380","chr1","81717"
"m381","chr1","82122"
"m382","chr1","82386"
"m383","chr1","82669"
"m384","chr1","82976"
"m385","chr1","83790"
"m386","chr1","83836"
"m387","chr1","84315"
"m388","chr1","84335"
"m389","chr1","84845"
"m390","chr1","84942"
"m391","chr1","85780"
"m392","chr1","86029"
"m393","chr1","86841"
"m394","chr1","87586"
"m395","chr1","87749"
"m396","chr1","89889"
"m397","chr1","89916"
"m398","chr1","90295"
"m399","chr1","90517"
"m400","chr1","91361"
"m401","chr1","91406"
"m402","chr1","91887"
"m403","chr1","93031"
"m404","chr1","93526"
"m405","chr1","94008"
"m406","chr1","94224"
"m407","chr1","94347"
"m408","chr1","94390"
"m409","chr1","94710"
"m410","chr1","96280"
"m411","chr1","96677"
"m412","chr1","96955"
"m413","chr1","97032"
"m414","chr1","97768"
"m415","chr1","98117"
"m416","chr1","98234"
"m417","chr1","99247"
"m418","chr1","99507"
"m419","chr1","100076"
"m420","chr1","100718"
"m421","chr1","102562"
"m422","chr1","102937"
"m423","chr1","103151"
"m424","chr1","103502"
"m425","chr1","104343"
"m426","chr1","104615"
"m427","chr1","105720"
"m428","chr1","105950"
"m429","chr1","106082"
"m430","chr1","107704"
"m431","chr1","108378"
"m432","chr1","108652"
"m433","chr1","108726"
"m434","chr1","109270"
"m435","chr1","109551"
"m436","chr1","109928"
"m437","chr1","110287"
"m438","chr1","112966"
"m439","chr1","114825"
"m440","chr1","114891"
"m441","chr1","114976"
"m442","chr1","115264"
"m443","chr1","116717"
"m444","chr1","117499"
"m445","chr1","117537"
"m446","chr1","117666"
"m447","chr1","117732"
"m448","chr1","117876"
"m449","chr1","117995"
"m450","chr1","118045"
"m451","chr1","118101"
"m452","chr1","118125"
"m453","chr1","118243"
"m454","chr1","119194"
"m455","chr1","119199"
"m456","chr1","119396"
"m457","chr1","119424"
"m458","chr1","119624"
"m459","chr1","120662"
"m460","chr1","120822"
"m461","chr1","120903"
"m462","chr1","121539"
"m463","chr1","121621"
"m464","chr1","121628"
"m465","chr1","121914"
"m466","chr1","121953"
"m467","chr1","121966"
"m468","chr1","122042"
"m469","chr1","122392"
"m470","chr1","122833"
"m471","chr1","124600"
"m472","chr1","124908"
"m473","chr1","125444"
"m474","chr1","125550"
"m475","chr1","125880"
"m476","chr1","125946"
"m477","chr1","126004"
"m478","chr1","126034"
"m479","chr1","126475"
"m480","chr1","127558"
"m481","chr1","128944"
"m482","chr1","129766"
"m483","chr1","130479"
"m484","chr1","130767"
"m485","chr1","130825"
"m486","chr1","131027"
"m487","chr1","131586"
"m488","chr1","132332"
"m489","chr1","132426"
"m490","chr1","132454"
"m491","chr1","132572"
"m492","chr1","132898"
"m493","chr1","133324"
"m494","chr1","133396"
"m495","chr1","133652"
"m496","chr1","133942"
"m497","chr1","134200"
"m498","chr1","134473"
"m499","chr1","134483"
"m500","chr1","134509"
"m501","chr1","134757"
"m502","chr1","134810"
"m503","chr1","134957"
"m504","chr1","135203"
"m505","chr1","135479"
"m506","chr1","135565"
"m507","chr1","135751"
"m508","chr1","135829"
"m509","chr1","135859"
"m510","chr1","136497"
"m511","chr1","136620"
"m512","chr1","136690"
"m513","chr1","136708"
"m514","chr1","136761"
"m515","chr1","136823"
"m516","chr1","137048"
"m517","chr1","137354"
"m518","chr1","137636"
"m519","chr1","137775"
"m520","chr1","137795"
"m521","chr1","138957"
"m522","chr1","138973"
"m523","chr1","139355"
"m524","chr1","139469"
"m525","chr1","140510"
"m526","chr1","141205"
"m527","chr1","141709"
"m528","chr1","141842"
"m529","chr1","143180"
"m530","chr1","143198"
"m531","chr1","143277"
"m532","chr1","143608"
"m533","chr1","143650"
"m534","chr1","143676"
"m535","chr1","145183"
"m536","chr1","145938"
"m537","chr1","146401"
"m538","chr1","146409"
"m539","chr1","146464"
"m540","chr1","146775"
"m541","chr1","147100"
"m542","chr1","148616"
"m543","chr1","148653"
"m544","chr1","148833"
"m545","chr1","148944"
"m546","chr1","149805"
"m547","chr1","149831"
"m548","chr1","149863"
"m549","chr1","149913"
"m550","chr1","149958"
"m551","chr1","149979"
"m552","chr1","150137"
"m553","chr1","150729"
"m554","chr1","151543"
"m555","chr1","151574"
"m556","chr1","152161"
"m557","chr1","152194"
"m558","chr1","152636"
"m559","chr1","153233"
"m560","chr1","153386"
"m561","chr1","154686"
"m562","chr1","155081"
"m563","chr1","155837"
"m564","chr1","159247"
"m565","chr1","159267"
"m566","chr1","159771"
"m567","chr1","159819"
"m568","chr1","160151"
"m569","chr1","160752"
"m570","chr1","160951"
"m571","chr1","161795"
"m572","chr1","162056"
"m573","chr1","162355"
"m574","chr1","163691"
"m575","chr1","163878"
"m576","chr1","164504"
"m577","chr1","165836"
"m578","chr1","166450"
"m579","chr1","166550"
"m580","chr1","167378"
"m581","chr1","167843"
"m582","chr1","168694"
"m583","chr1","168725"
"m584","chr1","168965"
"m585","chr1","169237"
"m586","chr1","169320"
"m587","chr1","169793"
"m588","chr1","169970"
"m589","chr1","170015"
"m590","chr1","171049"
"m591","chr1","171514"
"m592","chr1","171718"
"m593","chr1","172046"
"m594","chr1","172282"
"m595","chr1","172377"
"m596","chr1","172799"
"m597","chr1","174226"
"m598","chr1","175154"
"m599","chr1","175482"
"m600","chr1","175783"
"m601","chr1","176180"
"m602","chr1","176187"
"m603","chr1","176682"
"m604","chr1","177366"
"m605","chr1","177471"
"m606","chr1","178170"
"m607","chr1","178383"
"m608","chr1","178632"
"m609","chr1","178785"
"m610","chr1","179037"
"m611","chr1","179126"
"m612","chr1","179228"
"m613","chr1","179289"
"m614","chr1","179318"
"m615","chr1","180226"
"m616","chr1","180640"
"m617","chr1","181008"
"m618","chr1","181338"
"m619","chr1","181410"
"m620","chr1","181541"
"m621","chr1","182996"
"m622","chr1","183135"
"m623","chr1","183324"
"m624","chr1","184387"
"m625","chr1","184415"
"m626","chr1","184512"
"m627","chr1","184604"
"m628","chr1","184648"
"m629","chr1","184701"
"m630","chr1","184840"
"m631","chr1","185037"
"m632","chr1","185159"
"m633","chr1","185183"
"m634","chr1","185298"
"m635","chr1","185629"
"m636","chr1","186581"
"m637","chr1","186948"
"m638","chr1","187648"
"m639","chr1","187882"
"m640","chr1","187891"
"m641","chr1","188460"
"m642","chr1","189083"
"m643","chr1","189493"
"m644","chr1","190589"
"m645","chr1","191601"
"m646","chr1","191834"
"m647","chr1","192147"
"m648","chr1","192303"
"m649","chr1","192417"
"m650","chr1","193153"
"m651","chr1","193284"
"m652","chr1","194047"
"m653","chr1","194182"
"m654","chr1","194216"
"m655","chr1","194255"
"m656","chr1","194312"
"m657","chr1","194340"
"m658","chr1","194365"
"m659","chr1","194444"
"m660","chr1","194627"
"m661","chr1","197660"
"m662","chr1","198813"
"m663","chr1","200437"
"m664","chr1","206436"
"m665","chr1","206650"
"m666","chr1","207337"
"m667","chr1","207461"
"m668","chr1","207761"
"m669","chr1","207866"
"m670","chr1","207956"
"m671","chr1","208289"
"m672","chr1","208527"
"m673","chr1","208555"
"m674","chr1","208803"
"m675","chr1","209092"
"m676","chr1","209469"
"m677","chr1","209485"
"m678","chr1","209593"
"m679","chr1","210226"
"m680","chr1","211148"
"m681","chr1","217153"
"m682","chr1","217533"
"m683","chr1","219938"
"m684","chr1","223354"
"m685","chr1","223552"
"m686","chr1","223903"
"m687","chr1","225383"
"m688","chr1","226120"
"m689","chr1","227694"
"m690","chr1","227846"
"m691","chr1","228545"
"m692","chr1","229938"
"m693","chr1","231086"
"m694","chr1","232112"
"m695","chr1","233386"
"m696","chr1","234036"
"m697","chr1","234158"
"m698","chr1","234272"
"m699","chr1","235726"
"m700","chr1","237741"
"m701","chr1","238993"
"m702","chr1","239012"
"m703","chr1","239945"
"m704","chr1","246566"
"m705","chr1","248149"
"m706","chr1","250414"
"m707","chr1","251282"
"m708","chr1","254297"
"m709","chr1","255836"
"m710","chr1","256847"
"m711","chr1","257526"
"m712","chr1","258649"
"m713","chr1","258692"
"m714","chr1","259179"
"m715","chr1","259232"
"m716","chr1","259559"
"m717","chr1","260168"
"m718","chr1","261394"
"m719","chr1","262178"
"m720","chr1","262731"
"m721","chr1","262984"
"m722","chr1","266577"
"m723","chr1","266651"
"m724","chr1","273509"
"m725","chr1","274361"
"m726","chr1","275417"
"m727","chr1","279186"
"m728","chr1","280164"
"m729","chr1","282623"
"m730","chr1","283182"
"m731","chr1","284278"
"m732","chr1","294286"
"m733","chr1","297294"
"m734","chr1","306160"
"m735","chr1","307747"
"m736","chr1","307843"
"m737","chr1","309102"
"m738","chr1","316006"
"m739","chr1","317440"
"m740","chr1","317715"
"m741","chr1","321218"
"m742","chr1","326003"
"m743","chr1","326728"
"m744","chr1","327913"
"m745","chr1","328475"
"m746","chr1","328652"
"m747","chr1","329621"
"m748","chr1","332349"
"m749","chr1","333835"
"m750","chr1","334319"
"m751","chr1","334535"
"m752","chr1","335706"
"m753","chr1","335938"
"m754","chr1","336475"
"m755","chr1","339631"
"m756","chr1","343874"
"m757","chr1","346892"
"m758","chr1","347101"
"m759","chr1","347226"
"m760","chr1","348965"
"m761","chr1","351621"
"m762","chr1","351866"
"m763","chr1","355991"
"m764","chr1","356593"
"m765","chr1","357426"
"m766","chr1","357483"
"m767","chr1","357734"
"m768","chr1","358860"
"m769","chr1","360179"
"m770","chr1","360268"
"m771","chr1","361040"
"m772","chr1","361400"
"m773","chr1","362245"
"m774","chr1","363182"
"m775","chr1","363661"
"m776","chr1","364900"
"m777","chr1","366317"
"m778","chr1","366515"
"m779","chr1","366610"
"m780","chr1","366672"
"m781","chr1","367217"
"m782","chr1","367380"
"m783","chr1","368667"
"m784","chr1","370840"
"m785","chr1","370864"
"m786","chr1","371326"
"m787","chr1","372467"
"m788","chr1","375778"
"m789","chr1","379047"
"m790","chr1","380601"
"m791","chr1","380774"
"m792","chr1","381659"
"m793","chr1","381762"
"m794","chr1","381829"
"m795","chr1","381835"
"m796","chr1","383210"
"m797","chr1","383252"
"m798","chr1","383504"
"m799","chr1","384032"
"m800","chr1","385213"
"m801","chr1","385236"
"m802","chr1","385579"
"m803","chr1","385600"
"m804","chr1","385625"
"m805","chr1","386168"
"m806","chr1","386968"
"m807","chr1","387197"
"m808","chr1","387356"
"m809","chr1","387440"
"m810","chr1","387913"
"m811","chr1","388134"
"m812","chr1","388730"
"m813","chr1","390330"
"m814","chr1","390485"
"m815","chr1","390756"
"m816","chr1","391050"
"m817","chr1","391650"
"m818","chr1","392691"
"m819","chr1","393591"
"m820","chr1","394091"
"m821","chr1","394203"
"m822","chr1","394528"
"m823","chr1","394973"
"m824","chr1","394994"
"m825","chr1","395533"
"m826","chr1","395554"
"m827","chr1","396543"
"m828","chr1","396611"
"m829","chr1","397306"
"m830","chr1","397600"
"m831","chr1","400063"
"m832","chr1","400134"
"m833","chr1","400257"
"m834","chr1","401435"
"m835","chr1","401510"
"m836","chr1","401662"
"m837","chr1","401953"
"m838","chr1","402040"
"m839","chr1","403618"
"m840","chr1","403666"
"m841","chr1","404194"
"m842","chr1","404801"
"m843","chr1","404828"
"m844","chr1","404966"
"m845","chr1","405175"
"m846","chr1","405302"
"m847","chr1","405323"
"m848","chr1","405413"
"m849","chr1","405457"
"m850","chr1","405532"
"m851","chr1","405564"
"m852","chr1","405680"
"m853","chr1","405746"
"m854","chr1","405831"
"m855","chr1","405868"
"m856","chr1","405899"
"m857","chr1","406014"
"m858","chr1","406072"
"m859","chr1","406162"
"m860","chr1","406223"
"m861","chr1","406391"
"m862","chr1","406589"
"m863","chr1","406641"
"m864","chr1","406918"
"m865","chr1","407181"
"m866","chr1","407654"
"m867","chr1","407763"
"m868","chr1","407820"
"m869","chr1","408118"
"m870","chr1","408361"
"m871","chr1","408555"
"m872","chr1","408787"
"m873","chr1","408801"
"m874","chr1","408820"
"m875","chr1","408975"
"m876","chr1","409367"
"m877","chr1","409548"
"m878","chr1","409636"
"m879","chr1","409773"
"m880","chr1","409925"
"m881","chr1","410168"
"m882","chr1","410219"
"m883","chr1","410444"
"m884","chr1","410853"
"m885","chr1","410870"
"m886","chr1","411066"
"m887","chr1","411304"
"m888","chr1","411362"
"m889","chr1","411478"
"m890","chr1","411657"
"m891","chr1","411837"
"m892","chr1","412181"
"m893","chr1","412517"
"m894","chr1","412706"
"m895","chr1","413217"
"m896","chr1","413297"
"m897","chr1","413363"
"m898","chr1","413463"
"m899","chr1","413557"
"m900","chr1","413570"
"m901","chr1","413721"
"m902","chr1","413750"
"m903","chr1","413805"
"m904","chr1","414399"
"m905","chr1","414424"
"m906","chr1","414718"
"m907","chr1","414787"
"m908","chr1","415002"
"m909","chr1","415101"
"m910","chr1","415911"
"m911","chr1","415923"
"m912","chr1","416336"
"m913","chr1","416447"
"m914","chr1","416604"
"m915","chr1","416713"
"m916","chr1","416856"
"m917","chr1","416868"
"m918","chr1","417753"
"m919","chr1","418023"
"m920","chr1","418076"
"m921","chr1","418350"
"m922","chr1","418418"
"m923","chr1","418565"
"m924","chr1","418608"
"m925","chr1","418700"
"m926","chr1","418811"
"m927","chr1","419023"
"m928","chr1","419092"
"m929","chr1","419180"
"m930","chr1","419505"
"m931","chr1","419890"
"m932","chr1","419971"
"m933","chr1","420319"
"m934","chr1","420773"
"m935","chr1","421065"
"m936","chr1","421146"
"m937","chr1","421323"
"m938","chr1","421682"
"m939","chr1","421847"
"m940","chr1","421955"
"m941","chr1","422267"
"m942","chr1","422486"
"m943","chr1","422750"
"m944","chr1","423662"
"m945","chr1","423986"
"m946","chr1","424456"
"m947","chr1","425055"
"m948","chr1","425263"
"m949","chr1","425308"
"m950","chr1","444921"
"m951","chr1","445286"
"m952","chr1","445751"
"m953","chr1","445873"
"m954","chr1","446084"
"m955","chr1","446609"
"m956","chr1","447029"
"m957","chr1","447086"
"m958","chr1","447274"
"m959","chr1","447511"
"m960","chr1","447642"
"m961","chr1","447664"
"m962","chr1","447927"
"m963","chr1","448038"
"m964","chr1","448079"
"m965","chr1","448368"
"m966","chr1","448467"
"m967","chr1","448538"
"m968","chr1","448738"
"m969","chr1","448812"
"m970","chr1","449055"
"m971","chr1","449148"
"m972","chr1","449352"
"m973","chr1","449933"
"m974","chr1","449979"
"m975","chr1","450138"
"m976","chr1","451255"
"m977","chr1","451360"
"m978","chr1","451481"
"m979","chr1","451692"
"m980","chr1","452081"
"m981","chr1","452574"
"m982","chr1","452715"
"m983","chr1","452782"
"m984","chr1","452811"
"m985","chr1","453063"
"m986","chr1","453168"
"m987","chr1","453521"
"m988","chr1","453746"
"m989","chr1","453996"
"m990","chr1","454104"
"m991","chr1","454142"
"m992","chr1","454258"
"m993","chr1","455370"
"m994","chr1","455398"
"m995","chr1","455459"
"m996","chr1","455968"
"m997","chr1","456451"
"m998","chr1","456857"
"m999","chr1","457125"
"m1000","chr1","457732"
"m1001","chr1","457982"
"m1002","chr1","458262"
"m1003","chr1","458270"
"m1004","chr1","458732"
"m1005","chr1","459232"
"m1006","chr1","459272"
"m1007","chr1","459293"
"m1008","chr1","459303"
"m1009","chr1","459386"
"m1010","chr1","459473"
"m1011","chr1","459575"
"m1012","chr1","459679"
"m1013","chr1","459757"
"m1014","chr1","459794"
"m1015","chr1","459807"
"m1016","chr1","459983"
"m1017","chr1","460201"
"m1018","chr1","460233"
"m1019","chr1","460320"
"m1020","chr1","460401"
"m1021","chr1","460452"
"m1022","chr1","460830"
"m1023","chr1","461046"
"m1024","chr1","461145"
"m1025","chr1","461182"
"m1026","chr1","461642"
"m1027","chr1","462243"
"m1028","chr1","462816"
"m1029","chr1","462960"
"m1030","chr1","463161"
"m1031","chr1","463278"
"m1032","chr1","463326"
"m1033","chr1","463357"
"m1034","chr1","463736"
"m1035","chr1","463998"
"m1036","chr1","464057"
"m1037","chr1","464457"
"m1038","chr1","464665"
"m1039","chr1","464828"
"m1040","chr1","464858"
"m1041","chr1","464871"
"m1042","chr1","465153"
"m1043","chr1","465520"
"m1044","chr1","465804"
"m1045","chr1","466114"
"m1046","chr1","466540"
"m1047","chr1","466813"
"m1048","chr1","467266"
"m1049","chr1","467777"
"m1050","chr1","467857"
"m1051","chr1","467887"
"m1052","chr1","468066"
"m1053","chr1","468138"
"m1054","chr1","468347"
"m1055","chr1","468574"
"m1056","chr1","468654"
"m1057","chr1","468724"
"m1058","chr1","468955"
"m1059","chr1","468963"
"m1060","chr1","468980"
"m1061","chr1","469216"
"m1062","chr1","469411"
"m1063","chr1","469895"
"m1064","chr1","469918"
"m1065","chr1","469925"
"m1066","chr1","469945"
"m1067","chr1","471256"
"m1068","chr1","471689"
"m1069","chr1","471733"
"m1070","chr1","472262"
"m1071","chr1","472543"
"m1072","chr1","472867"
"m1073","chr1","472909"
"m1074","chr1","472932"
"m1075","chr1","473038"
"m1076","chr1","473046"
"m1077","chr1","473067"
"m1078","chr1","473608"
"m1079","chr1","474357"
"m1080","chr1","474429"
"m1081","chr1","474814"
"m1082","chr1","474920"
"m1083","chr1","475157"
"m1084","chr1","475700"
"m1085","chr1","476114"
"m1086","chr1","476507"
"m1087","chr1","476750"
"m1088","chr1","476922"
"m1089","chr1","476939"
"m1090","chr1","476944"
"m1091","chr1","477457"
"m1092","chr1","477993"
"m1093","chr1","478024"
"m1094","chr1","478471"
"m1095","chr1","478607"
"m1096","chr1","479140"
"m1097","chr1","479503"
"m1098","chr1","479889"
"m1099","chr1","480129"
"m1100","chr1","480295"
"m1101","chr1","480469"
"m1102","chr1","480786"
"m1103","chr1","480909"
"m1104","chr1","480963"
"m1105","chr1","480981"
"m1106","chr1","481066"
"m1107","chr1","481184"
"m1108","chr1","481339"
"m1109","chr1","481398"
"m1110","chr1","481731"
"m1111","chr1","481974"
"m1112","chr1","482062"
"m1113","chr1","482085"
"m1114","chr1","482157"
"m1115","chr1","482430"
"m1116","chr1","482790"
"m1117","chr1","482804"
"m1118","chr1","483276"
"m1119","chr1","483300"
"m1120","chr1","483330"
"m1121","chr1","483403"
"m1122","chr1","483431"
"m1123","chr1","483664"
"m1124","chr1","484043"
"m1125","chr1","484484"
"m1126","chr1","484502"
"m1127","chr1","484601"
"m1128","chr1","484670"
"m1129","chr1","484729"
"m1130","chr1","485059"
"m1131","chr1","486032"
"m1132","chr1","486062"
"m1133","chr1","486196"
"m1134","chr1","486317"
"m1135","chr1","486344"
"m1136","chr1","486486"
"m1137","chr1","486593"
"m1138","chr1","486624"
"m1139","chr1","486769"
"m1140","chr1","486822"
"m1141","chr1","486876"
"m1142","chr1","487347"
"m1143","chr1","487603"
"m1144","chr1","487646"
"m1145","chr1","487917"
"m1146","chr1","488286"
"m1147","chr1","488358"
"m1148","chr1","488600"
"m1149","chr1","488709"
"m1150","chr1","488769"
"m1151","chr1","488830"
"m1152","chr1","488836"
